,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
1841,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/0940E/BOSTON ATCT ADVISED, E190, PIT - BOS, REPORTED A UAS WHILE SW BOUND AT 700 FEET 2 NE BOS. NO EVASIVE ACTION TAKEN. MASS STATE PD NOTIFIED.",2023-10-19,PIT,SW BOUND,0940E,BOSTON ATCT,PIT - BOS,2 NE BOS,AT 700 FEET,KPIT,large_airport,Pittsburgh International Airport,1203.0,,US,US-PA,Pittsburgh,KPIT,PIT,KPIT,PIT,"40.491501, -80.232903"
1842,,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: /UAS SIGHTING/1155E/NORCAL TRACON ADVISED, A332, OAK - HNL,  REPORTED UAS OPERATING AT 600 FEET ABOVE GOLDEN GATE BRIDGE WHILE SW BOUND AT 6,000 FEET. COLOR AND SIZE UNKN. GOLDEN GATE BRIDGE AUTHORITY NOTIFIED.",2023-10-19,HNL,SW BOUND,1155E,NORCAL TRACON,OAK - HNL,,AT 600 FEET,PHNL,large_airport,Daniel K Inouye International Airport,13.0,,US,US-HI,"Honolulu, Oahu",PHNL,HNL,PHNL,HNL,"21.32062, -157.924228"
1843,,VIRGINIA,CHARLOTTESVILLE,"PRELIM INFO FROM FAA OPS: CHARLOTTESVILLE, VA/UAS SIGHTING/1226E/POTOMAC TRACON ADVISED, CESSNA C56X, REPORTED A SMALL BLACK UAS 50-100 FEET ABOVE ACFT WHILE EASTBOUND AT 4,000 FEET 5 E CHO. NO EVASIVE ACTION TAKEN. ALBEMARLE COUNTY SHERRIFF NOTIFIED.",2023-10-20,CHO,,1226E,POTOMAC TRACON,,5 E CHO,"AT 4,000 FEET",KCHO,medium_airport,Charlottesville Albemarle Airport,639.0,,US,US-VA,Charlottesville,KCHO,CHO,KCHO,CHO,"38.13859939575195, -78.4529037475586"
1844,,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/1353E/SARASOTA ATCT ADVISED, BOMBARDIER GLEX, PBI - SRQ, REPORTED A BLACK UAS WHILE SW BOUND AT 2,000 FEET FROM THE 9 O'CLOCK POSITION 10 ESE SRQ. NO EVASIVE ACTION TAKEN. TAMPA FBI NOTIFIED.",2023-10-20,PBI,SW BOUND,1353E,SARASOTA ATCT,"BOMBARDIER GLEX, PBI - SRQ",10 ESE SRQ,"AT 2,000 FEET",KPBI,large_airport,Palm Beach International Airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,KPBI,PBI,"26.683201, -80.095596"
1845,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1111P/SOCAL TRACON ADVISED, B738, DAL - LAX, REPORTED A BLACK UAS AT THE 9 O'CLOCK POSITION WHILE WSW BOUND AT 6,500 FEET 24 ENE LAX. NO EVASIVE ACTION TAKEN. LA SHERIFF NOTIFIED.",2023-10-20,DAL,WSW BOUND,1111P,SOCAL TRACON,DAL - LAX,24 ENE LAX,"AT 6,500 FEET",KDAL,medium_airport,Dallas Love Field,487.0,,US,US-TX,Dallas,KDAL,DAL,KDAL,DAL,"32.847099, -96.851799"
1846,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1616E/CENTRAL FLORIDA TRACON ADVISED, A321, DFW - MCO, REPORTED A UAS WHILE OFF DEPARTURE END OF RUNWAY 18L AT 3 O'CLOCK POSITION WHILE E BOUND AT 800 FEET. NO EVASIVE ACTION TAKEN. ORLANDO PD NOTIFIED.",2023-10-20,END,E BOUND,1616E,CENTRAL FLORIDA TRACON,DFW - MCO,,,KEND,medium_airport,Vance Air Force Base,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496"
1847,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1634E/ATLANTA TRACON ADVISED, B763, TORONTO, CANADA (CYYZ) - ATL, REPORTED A BLACK AND BLUE UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 5 E ATL. NO EVASIVE ACTION TAKEN. HENRY COUNTY SHERIFF NOTIFIED.",2023-10-20,ATL,W BOUND,1634E,ATLANTA TRACON,"TORONTO, CANADA (CYYZ) - ATL",5 E ATL,"AT 3,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
1848,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1637E/ATLANTA TRACON ADVISED, B739, ORF - ATL, REPORTED A BLACK AND BLUE UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 5 E ATL. NO EVASIVE ACTION TAKEN. HENRY COUNTY SHERIFF NOTIFIED.",2023-10-20,ATL,W BOUND,1637E,ATLANTA TRACON,ORF - ATL,5 E ATL,"AT 3,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
1849,,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1708M/PHOENIX TRACON ADVISED, B38M, HNL - PHX, REPORTED UAS OFF LEFT SIDE WHILE E BOUND AT 8,000 FEET 7 ESE PHOENIX VOR. NO EVASIVE ACTION TAKEN. PHOENIX INTL ARPT PD NOTIFIED.",2023-10-20,PHX,E BOUND,1708M,PHOENIX TRACON,HNL - PHX,7 ESE PHOENIX VOR,"AT 8,000 FEET",KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905"
1850,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/0805C/HOUSTON TRACON ADVISED, CRJ7, DFW - HOU, REPORTED A RED AND WHITE QUADCOPTER UAS 1,000 FEET BELOW THE ACFT WHILE WSW BOUND AT 3,000 FEET 9 ENE HOU. NO EVASIVE ACTION TAKEN. HOUSTON FBI NOTIFIED.",2023-10-21,AND,WSW BOUND,0805C,HOUSTON TRACON,DFW - HOU,9 ENE HOU,"AT 3,000 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
1851,,NORTH CAROLINA,FAYETTEVILLE,"PRELIM INFO FROM FAA OPS: FAYETTEVILLE, NC/UAS SIGHTING/1131E/FAYETTEVILLE ATCT ADVISED, BEECH BE36, REPORTED A UAS WHILE SSW BOUND AT 6,000 FEET 10 ENE FAY. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",2023-10-21,LEE,SSW BOUND,1131E,FAYETTEVILLE ATCT,,10 ENE FAY,"AT 6,000 FEET",KLEE,medium_airport,Leesburg International Airport,76.0,,US,US-FL,Leesburg,KLEE,LEE,KLEE,LEE,"28.82309914, -81.80870056"
1852,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1335M/DENVER TRACON ADVISED, B737, FAT - DEN, REPORTED A BLACK UAS 1,000 FEET BELOW ACFT WHILE NNE BOUND AT 13,000 FEET 12 S DEN. NO EVASIVE ACTION TAKEN. DIA PD NOTIFIED.",2023-10-21,DEN,NNE BOUND,1335M,DENVER TRACON,FAT - DEN,12 S DEN,"AT 13,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
1853,,TEXAS,BEAUMONT/PORT ARTHUR,"PRELIM INFO FROM FAA OPS: BEAUMONT/PORT ARTHUR, TX/UAS SIGHTING/1440C/HOUSTON ARTCC ADVISED, E75L, IAH - LFT, REPORTED A BLACK AND RED UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT FL210 10 WNW BPT. NO EVASIVE ACTION TAKEN. BEAUMONT PD NOTIFIED.",2023-10-21,IAH,E BOUND,1440C,HOUSTON ARTCC,IAH - LFT,10 WNW BPT,,KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438"
1854,,NEW JERSEY,ATLANTIC CITY,"PRELIM INFO FROM FAA OPS: ATLANTIC CITY, NJ/UAS SIGHTING/1315E/NEW YORK ARTCC ADVISED, CRJ9, RDU - JFK, REPORTED A SILVER UAS WHILE NE BOUND AT FL200 15 NE ACY. NO EVASIVE ACTION TAKEN. NEW JERSEY COUNTER TERRORISM WATCH WAS NOTIFIED.",2023-10-21,JFK,NE BOUND,1315E,NEW YORK ARTCC,RDU - JFK,15 NE ACY,,KJFK,large_airport,John F Kennedy International Airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317"
1855,,MICHIGAN,GRAND RAPIDS,"PRELIM INFO FROM FAA OPS: GRAND RAPIDS, MI/UAS SIGHTING/1127E/GREAT LAKES APCH ADVISED, CRJ9, GRR - LGA, REPORTED 3 UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 1,500 FEET 3 WSW GRR. NO EVASIVE ACTION TAKEN. KENT COUNTY SHERIFF NOTIFIED.",2023-10-22,LGA,WSW BOUND,1127E,GREAT LAKES APCH,GRR - LGA,3 WSW GRR,"AT 1,500 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
1856,,MARYLAND,ANNAPOLIS,"PRELIM INFO FROM FAA OPS: ANNAPOLIS, MD/UAS SIGHTING/1544E/POTOMAC TRACON ADVISED, A321, CANCUN, MEXICO (MMUN) - BWI, REPORTED GREY UAS 500 FEET BELOW ACFT WHILE NE BOUND AT 4,500 FEET 3 W ANNAPOLIS. NO EVASIVE ACTION REPORTED. ANNE ARUNDEL COUNTY PD NOTIFIED.",2023-10-22,BWI,NE BOUND,1544E,POTOMAC TRACON,"CANCUN, MEXICO (MMUN) - BWI",3 W ANNAPOLIS,"AT 4,500 FEET",KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,,US,US-MD,Baltimore,KBWI,BWI,KBWI,BWI,"39.1754, -76.668297"
1857,,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1325P/VAN NUYS ATCT ADVISED, CESSNA C750, VNY - LAS, REPORTED A GREEN/WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE SSE BOUND AT 2,300 FEET 3 NNW VNY. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2023-10-22,VNY,SSE BOUND,1325P,VAN NUYS ATCT,VNY - LAS,3 NNW VNY,"AT 2,300 FEET",KVNY,medium_airport,Van Nuys Airport,802.0,,US,US-CA,Van Nuys,KVNY,VNY,KVNY,VNY,"34.209800720215, -118.48999786377"
1858,,NEW JERSEY,LAKEHURST,"PRELIM INFO FROM FAA OPS: LAKEHURST, NJ/UAS SIGHTING/LATE REPORT-1035E/NEW YORK TRACON ADVISED, A321, ATL - LGA, REPORTED A UAS WHILE ENE BOUND AT 7,000 FEET 12 NNW NEL. NO EVASIVE ACTION TAKEN.  NEW JERSEY PD NOTIFIED.",2023-10-23,LGA,ENE BOUND,,NEW YORK TRACON,ATL - LGA,12 NNW NEL,"AT 7,000 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
1859,,NORTH CAROLINA,RALEIGH,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1530E/RALEIGH-DURHAM ATCT ADVISED, PIPER P28A, RDU - RDU, REPORTED A SILVER UAS FROM THE 1 O'CLOCK POSITION WHILE NW BOUND AT 4,300 FEET 9 SE RDU. NO EVASIVE ACTION TAKEN. RALEIGH-DURHAM PD NOTIFIED.",2023-10-23,RDU,NW BOUND,1530E,,RDU - RDU,9 SE RDU,"AT 4,300 FEET",KRDU,large_airport,Raleigh Durham International Airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,KRDU,RDU,"35.877602, -78.787498"
1860,,LOUISIANA,NEW ORLEANS,"PRELIM INFO FROM FAA OPS: NEW ORLEANS, LA/UAS SIGHTING/1725C/NEW ORLEANS ATCT ADVISED, TEXAN 2, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 1,500 FEET 4 SE MSY. NO EVASIVE ACTION TAKEN. HARAHAN PD NOTIFIED.",2023-10-23,MSY,NW BOUND,1725C,NEW ORLEANS ATCT,,4 SE MSY,"AT 1,500 FEET",KMSY,large_airport,Louis Armstrong New Orleans International Airport,4.0,,US,US-LA,New Orleans,KMSY,MSY,KMSY,MSY,"29.993401, -90.258003"
1861,,TEXAS,DALLAS,"CORRECTION INFO (TYPE EVENT) FROM FAA OPS: DALLAS, TX/UAS SIGHTING/0905C/DALLAS-FORT WORTH ARTCC ADVISED, FAIRCHILD SWEARINGEN SW4, MEM - ELP, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT FL200 VCNTY ADS. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2023-10-24,ADS,W BOUND,0905C,,MEM - ELP,,,KADS,small_airport,Addison Airport,644.0,,US,US-TX,Dallas,KADS,ADS,KADS,ADS,"32.9686012268, -96.8364028931"
1862,,NEW YORK,new york,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1300E/NEW YORK TRACON ADVISED, PIPER PA27, REPORTED A BLACK/CHROME UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 9,600 FEET 4 E LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",2023-10-24,LGA,SW BOUND,1300E,NEW YORK TRACON,,4 E LGA,"AT 9,600 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
1863,,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1030E/POTOMAC TRACON ADVISED, E75S, LGA - DCA, REPORTED A BLACK UAS WHILE SSW BOUND AT 10,000 FEET VCNTY BWI. NO EVASIVE ACTION TAKEN. BWI ARPT OPS NOTIFIED.",2023-10-25,LGA,SSW BOUND,1030E,POTOMAC TRACON,LGA - DCA,,"AT 10,000 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
1864,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1130E/PEACHTREE ATCT ADVISED, EMBRAER E55P, PIE - PDK, REPORTED A YELLOW AND BLACK UAS OFF RIGHT SIDE WHILE W BOUND AT 2,000 FEET 5 SE PDK. NO EVASIVE ACTION TAKEN. DEKALB COUNTY SHERIFF NOTIFIED.",2023-10-26,PDK,W BOUND,1130E,PEACHTREE ATCT,PIE - PDK,5 SE PDK,"AT 2,000 FEET",KPDK,medium_airport,DeKalb Peachtree Airport,1003.0,,US,US-GA,Atlanta,KPDK,PDK,KPDK,PDK,"33.87633, -84.30213"
1865,,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1445E/PHILADELPHIA APCH ADVISED, A20N, CLT - TTN, REPORTED A RED UAS WHILE SW BOUND AT 6,000 FEET 8 E PNE. NO EVASIVE ACTION TAKEN. PHILADEPHIA INTL ARPT PD NOTIFIED.",2023-10-26,PNE,SW BOUND,1445E,PHILADELPHIA APCH,CLT - TTN,8 E PNE,"AT 6,000 FEET",KPNE,medium_airport,Northeast Philadelphia Airport,120.0,,US,US-PA,Philadelphia,KPNE,PNE,KPNE,PNE,"40.082406, -75.010614"
1866,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1420P/BOEING ATCT ADVISED, EMBRAER E55P, SMO - BFI, REPORTED AN ORANGE AND BLACK UAS WHILE SE BOUND AT 1,700 FEET 4 NW BFI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2023-10-26,SMO,SE BOUND,1420P,BOEING ATCT,SMO - BFI,4 NW BFI,"AT 1,700 FEET",KSMO,medium_airport,Santa Monica Municipal Airport,170.0,,US,US-CA,Santa Monica,KSMO,SMO,KSMO,SMO,"34.0158, -118.450996"
1867,,CALIFORNIA,NEEDLES,"PRELIM INFO FROM FAA OPS: NEEDLES, CA/UAS SIGHTING/1707P/LOS ANGELES ARTCC ADVISED, PIPER P28A, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 10,500 FEET 35 SW EED. NO EVASIVE ACTION TAKEN. LAKE HAVASU CITY PD NOTIFIED.",2023-10-26,EED,E BOUND,1707P,LOS ANGELES ARTCC,,35 SW EED,"AT 10,500 FEET",KEED,medium_airport,Needles Airport,983.0,,US,US-CA,Needles,KEED,EED,KEED,EED,"34.7663002014, -114.623001099"
1868,,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS INCIDENT/1842M/EL PASO ATCT ADVISED, CESSNA C172, ELP - ELP, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 4,400 FEET 3 SW ELP. ACFT ADVISED TO GO-AROUND AND CHANGED ARRIVAL TO RUNWAY 22. LOCAL DPS NOTIFIED.",2023-10-27,AND,N BOUND,1842M,EL PASO ATCT,ELP - ELP,3 SW ELP,"AT 4,400 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
1869,,MS15,GULFPORT,"PRELIM INFO FROM FAA OPS: GULFPORT, MS15/UAS SIGHTING/1317C/GULFPORT APPROACH ADVISED, PIPER PA32, OBSERVED A UAS OFF LEFT SIDE WHILE SOUTHWEST BOUND AT 2,000 FEET, 15 NW GPT. NO EVASIVE ACTION REPORTED. HARRISON COUNTY SHERIFF NOTIFIED.",2023-10-28,GPT,SOUTHWEST BOUND,1317C,GULFPORT APPROACH,,15 NW GPT,,KGPT,medium_airport,Gulfport Biloxi International Airport,28.0,,US,US-MS,Gulfport,KGPT,GPT,KGPT,GPT,"30.407301, -89.070099"
1870,,NEW JERSEY,MILLVILLE,"PRELIM INFO FROM FAA OPS: MILLVILLE, NJ/UAS SIGHTING/1510E/ATLANTIC CITY ATCT ADVISED, PIPER P28A, WWD - MYERSTOWN, PA (9D4), REPORTED A SILVER UAS FROM THE 2 O'CLOCK POSITION WHILE N BOUND AT 4,000 FEET 3 S CEDAR LAKE VOR. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED.",2023-10-28,WWD,N BOUND,1510E,ATLANTIC CITY ATCT,WWD - MYERSTOWN,3 S CEDAR LAKE VOR,"AT 4,000 FEET",KWWD,medium_airport,Cape May County Airport,23.0,,US,US-NJ,Wildwood,KWWD,WWD,KWWD,WWD,"39.008499145500004, -74.9083023071"
1872,,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1536E/RALEIGH-DURHAM ATCT ADVISED, PIPER P28A, RDU - RDU, REPORTED AN ORANGE UAS 30 FEET FROM THE 10 O'CLOCK POSITION WHILE MANEUVERING AT 3,000 FEET 8 SE RDU. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED.",2023-10-28,RDU,,1536E,,RDU - RDU,8 SE RDU,"AT 3,000 FEET",KRDU,large_airport,Raleigh Durham International Airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,KRDU,RDU,"35.877602, -78.787498"
1873,,CALIFORNIA,ONTARIO,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS SIGHTING/1510P/SOCAL TRACON ADVISED, A321, JFK - LAX, REPORTED A BLACK UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 10,000 FEET 35 E LAX. CHINO PD NOTIFIED.",2023-10-28,LAX,W BOUND,1510P,SOCAL TRACON,JFK - LAX,35 E LAX,"AT 10,000 FEET",KLAX,large_airport,Los Angeles International Airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997"
1874,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1935C/HOUSTON ATCT ADVISED, CRJ9, BHM - IAH, REPORTED A WHITE UAS AT THE 9 O'CLOCK POSITION WHILE E BOUND AT 1,800 FEET 6 W IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",2023-10-28,BHM,E BOUND,1935C,HOUSTON ATCT,BHM - IAH,6 W IAH,"AT 1,800 FEET",KBHM,medium_airport,Birmingham-Shuttlesworth International Airport,650.0,,US,US-AL,Birmingham,KBHM,BHM,KBHM,BHM,"33.562901, -86.753502"
1875,,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1005P/SOCAL TRACON ADVISED, BCS1, SEA - SAN, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 8,000 FEET 10 NNW SAN. NO EVASIVE ACTION TAKEN. SAN DIEGO PD NOTIFIED.",2023-10-29,SAN,E BOUND,1005P,SOCAL TRACON,SEA - SAN,10 NNW SAN,"AT 8,000 FEET",KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
1876,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1010P/LAX ATCT ADVISED, B738, SFO - LAX, REPORTED UAS BELOW ACFT WHILE ON 4 MILE FINAL RUNWAY 24L AT 1,800 FEET. NO EVASIVE ACTION TAKEN. LAX ARPT OPS NOTIFIED.",2023-10-29,LAX,,1010P,LAX ATCT,SFO - LAX,,,KLAX,large_airport,Los Angeles International Airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997"
1877,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1521E/CHARLOTTE ATCT ADVISED, A321, PIT - CLT, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 9 N CLT. NO EVASIVE ACTION REPORTED. PILOT STATED MAY HAVE BEEN A BALLOON. CHARLOTTE ARPT PD NOTIFIED.",2023-10-29,CLT,S BOUND,1521E,CHARLOTTE ATCT,PIT - CLT,9 N CLT,"AT 3,000 FEET",KCLT,large_airport,Charlotte Douglas International Airport,748.0,,US,US-NC,Charlotte,KCLT,CLT,KCLT,CLT,"35.2140007019043, -80.94309997558594"
1878,,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1752E/PALM BEACH ATCT ADVISED, LEARJET LJ75, PWA - BCT, REPORTED GRAY UAS FROM THE 9 O'CLOCK POSITION WHILE SE BOUND AT 2,000 FEET 20 SW PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED.",2023-10-29,PWA,SE BOUND,1752E,PALM BEACH ATCT,PWA - BCT,20 SW PBI,"AT 2,000 FEET",KPWA,small_airport,Wiley Post Airport,1300.0,,US,US-OK,Oklahoma City,KPWA,PWA,KPWA,PWA,"35.53419876, -97.64710236"
1879,,NORTH CAROLINA,ASHEVILLE,"PRELIM INFO FROM FAA OPS: ASHEVILLE, NC/UAS SIGHTING/2008E/ASHEVILLE ATCT ADVISED, CIRRUS SR22, REPORTED A UAS AT THE 11 O'CLOCK POSITION WHILE NW BOUND AT 800 FEET 1 W AVL. NO EVASIVE ACTION TAKEN. ASHEVILLE DPS NOTIFIED.",2023-10-29,AVL,NW BOUND,2008E,ASHEVILLE ATCT,,1 W AVL,AT 800 FEET,KAVL,medium_airport,Asheville Regional Airport,2165.0,,US,US-NC,Asheville,KAVL,AVL,KAVL,AVL,"35.436199, -82.541801"
1880,,NORTH CAROLINA,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/1826E/WILMINGTON ATCT ADVISED, P8, REPORTED UAS WITH YELLOW LIGHTS AT SAME ALTITUDE FROM THE RIGHT SIDE WHILE SW BOUND AT 1,000 FEET ON FINAL RUNWAY 24. NO EVASIVE ACTION TAKEN. NEW HANOVER PD NOTIFIED.",2023-10-30,NEW,SW BOUND,1826E,WILMINGTON ATCT,,,"AT 1,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
1881,,MONTANA,MISSOULA,"PRELIM INFO FROM FAA OPS: MISSOULA, MT/UAS SIGHTING/2300M/SALT LAKE CITY ARTCC ADVISED, B737, PHX - EDMONTON, CANADA (CYEG), REPORTED MULTIPLE FLASHING LIGHTS FROM THE 10 O'CLOCK POSITION WHILE NW BOUND AT FL400. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOT NOTIFIED.",2023-10-30,PHX,NW BOUND,2300M,SALT LAKE CITY ARTCC,"PHX - EDMONTON, CANADA (CYEG)",,,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905"
1882,,GEORGIA,LAWRENCEVILLE,"PRELIM INFO FROM FAA OPS: LAWRENCEVILLE, GA/UAS SIGHTING/1122E/LAWRENCEVILLE FCT ADVISED, PIPER P28A, REPORTED A WHITE UAS OFF RIGHT SIDE WHILE W BOUND AT 2,100 FEET 3 S LZU. NO EVASIVE ACTION TAKEN. LILBURN PD NOTIFIED.",2023-10-31,LZU,W BOUND,1122E,LAWRENCEVILLE FCT,,3 S LZU,"AT 2,100 FEET",KLZU,small_airport,Gwinnett County Briscoe Field,1061.0,,US,US-GA,Lawrenceville,KLZU,LZU,KLZU,LZU,"33.97809982, -83.96240234"
1883,,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/0801E/PALM BEACH TRACON ADVISED, CESSNA C68A, MCO - FXE, REPORTED A WHITE UAS WHILE S BOUND AT 5,000 FEET 2 S PBI. NO EVASIVE ACTION TAKEN. PBI SHERIFF NOTIFIED.",2023-11-01,MCO,S BOUND,0801E,PALM BEACH TRACON,MCO - FXE,2 S PBI,"AT 5,000 FEET",KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
