date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,Facility Name,Direction,Time,Authority Advised,Route,Location,Altitude
2020-06-06,CALIFORNIA,SANTA MONICA,"PRELIM INFO FROM FAA OPS: SANTA MONICA, CA/UAS INCIDENT/1423P/SANTA MONICA ATCT ADVISED A CALLER REPORTED BY LANDLINE  A WHITE QUADCOPTER OVER CLOVER PARK. CONTROLLERS CONFIRMED LOCATION OF UAS 100 FEET ABOVE GROUND LEVEL (AGL AND APPROXIMATELY 100 FEET NORTH OF AIRPORT BOUNDARY. NO IMPACT TO OPERATIONS. SANTA MONICA PD NOTIFIED.  LEO PHONE NUMBER WAS NOT REPORTED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1423P,SANTA MONICA ATCT,,100 FEET NORTH OF AIRPORT BOUNDARY. NO IMPACT TO OPERATIONS. SANTA MONICA PD NOTIFIED.  LEO PHONE NUMBER WAS NOT REPORTED,
2020-06-06,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1855C/ADDISON ATCT ADVISED CESSNA C172, REPORTED A SMALL WHITE UAS WHILE AT 2,300 FEET 8 E ADDISON ARPT. NO EVASIVE ACTION REPORTED. DFW DPS NOTIFIED.",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,1855C,ADDISON ATCT,,8 E ADDISON ARPT. NO EVASIVE ACTION REPORTED. DFW DPS NOTIFIED,"AT 2,300 FEET"
2020-06-06,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1628P/SEA ATCT ADVISED DH8D, SEA - GEG, REPORTED A UAS AT 1,800 FEET SHORTLY AFTER DEPARTURE RUNWAY 16L 3 SSE SEA. NO EVASIVE ACTION REPORTED. NO OTHER ACFT REPORTED UAS ACTIVITY. SEA ARPT PD NOTIFIED.",GEG,AIRPORT,47.6190277777778,-117.535222222222,SPOKANE INTL,,1628P,SEA ATCT,SEA - GEG,3 SSE SEA. NO EVASIVE ACTION REPORTED. NO OTHER ACFT REPORTED UAS ACTIVITY. SEA ARPT PD NOTIFIED,"AT 1,800 FEET"
2020-06-07,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1430C/MCKINNEY FCT ADVISED CESSNA C172, REPORTED A STATIONARY UAS 300 FEET BELOW WHILE ON LEFT CROSSWIND FOR RUNWAY 18. NO EVASIVE ACTION TAKEN. MCKINNEY POLICE DEPT CONTACTED.",FCT,HELIPORT,46.6694191666667,-120.455966388889,VAGABOND AHP,,1430C,MCKINNEY FCT,,,
2020-06-07,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1713E/BOSTON ATCT ADVISED (BOSTON PD) EUROCOPTER EC35, RECEIVED A REPORT FROM BOSTON POLICE GROUND UNITS THAT A UAS WAS OBSERVER OVER A PUBLIC DEMONSTRATION AT AN ALTITUDE OF APPROX 150 FEET, 4 WSW BOS, OVER FROG POND.  SP5 DID NOT PROVIDE FURTHER INFORMATION AS TO RESPONSE FROM POLICE GROUND UNITS.",BOS,AIRPORT,42.3629444444444,-71.0063888888889,GENERAL EDWARD LAWRENCE LOGAN INTL,,1713E,BOSTON ATCT,,4 WSW BOS,
2020-06-08,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS INCIDENT/1850E/DETROIT APPROACH ADVISED B739, FORT MYERS, FL - DTW, OBSERVED A BLACK UAS HEADING SOUTHEAST BOUND AT 3,000 FEET 10 NE DETROIT METRO ARPT. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.",DTW,AIRPORT,42.2124311111111,-83.3533933333333,DETROIT METRO WAYNE COUNTY,,1850E,DETROIT APPROACH,"FORT MYERS, FL - DTW",10 NE DETROIT METRO ARPT. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED,"AT 3,000 FEET"
2020-06-10,FLORIDA,ORLANDO,"CLOSE-OUT INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/0010E/CENTRAL FLORIDA TRACON ADVISED BEECH BE36, KEY WEST, FL (EYW) - PALM COAST, FL (FIN), PILOT CALLED CENTRAL FLORIDA TRACON VIA PHONE TO FOLLOW-UP AND DESCRIBED THE EVENT AS A NMAC, WHICH REQUIRED EVASIVE ACTION. CLOSEST PROXIMITY OF UAS WAS 50 FEET ABOVE THE AIRCRAFT.",FIN,AIRPORT,29.4651511111111,-81.2076483333333,FLAGLER EXEC,,0010E,CENTRAL FLORIDA TRACON,"KEY WEST, FL (EYW) - PALM COAST, FL (FIN)",50 FEET ABOVE THE AIRCRAFT,
2020-06-10,CONNECTICUT,DANBURY,"DANBURY, CT: C172, REPORTED 2 UAS OPERATING 1 EAST DXR AT 1,500 FEET WHILE ON DOWNWIND FOR RUNWAY 17. NO EVASIVE ACTION WAS TAKEN. AIRPORT LAW ENFORCEMENT NOTIFIED. 06/10/2020 1732Z",DXR,AIRPORT,41.3715344444444,-73.4821894444444,DANBURY MUNI,,1732Z,,,1 EAST DXR,"AT 1,500 FEET"
2020-06-10,CONNECTICUT,DANBURY,"PRELIM INFO FROM FAA OPS: DANBURY, CT/UAS INCIDENT/1347E/DANBURY ATCT ADVISED CESSSNA C172, WHILE ON DOWNWIND FOR RWY 17 REPORTED 2 UAS OPERATING 1 EAST DXR AT 1,500 FEET. NO EVASIVE ACTION WAS TAKEN. ARPT LAW ENFORCEMENT NOTIFIED.",DXR,AIRPORT,41.3715344444444,-73.4821894444444,DANBURY MUNI,,1347E,DANBURY ATCT,,1 EAST DXR,
2020-06-11,FLORIDA,VERO BEACH,"PRELIM INFO FROM FAA OPS: VERO BEACH, FL/UAS INCIDENT/1313E/VERO BEACH ATCT ADVISED PIPER P28A, VRB - VRB, REPORTED A WHITE UAS AT 1,200 FEET WHILE ON 2 MILE FINAL RUNWAY 12R VERO BEACH. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",VRB,AIRPORT,27.655555,-80.4179541666667,VERO BEACH RGNL,,1313E,VERO BEACH ATCT,VRB - VRB,12R VERO BEACH. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED,"AT 1,200 FEET"
2020-06-11,COLORADO,COLORADO SPRINGS,"PRELIM INFO FROM FAA OPS: COLORADO SPRINGS, CO /UAS INCIDENT/1800M/COLORADO SPRINGS ATCT ADVISED AEROSPATIALE AS50, REPORTED A UAS AT 400 FEET 5.5 NW COS. NO FURTHER UAS DETAILS PROVIDED (SIZE, COLOR, MAKE). NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION WAS NOT REPORTED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1800M,COLORADO SPRINGS ATCT,,5.5 NW COS. NO FURTHER UAS DETAILS PROVIDED (SIZE,AT 400 FEET
2020-06-11,WASHINGTON,MOSES LAKE,"PRELIM INFO FROM FAA OPS: MOSES LAKE, WA/UAS INCIDENT/1734P/GRANT COUNTY INTERNATIONAL ARPT ATCT ADVISED BOEING SECURITY MANAGER REPORTED 3 UNAUTHORIZED UAS FLYING OVER PARKED AIRCRAFT ON THE BOEING RAMP  BEFORE DEPARTING NE BOUND. DETAILED DESCRIPTION OF UAS WAS NOT REPORTED.  ATCT LEARNED OF UAS EVENT ONE HOUR AFTER SIGHTING AND DID NOT SEE IT. NO IMPACT TO OPERATIONS. LEO NOTIFICATION WAS NOT REPORTED.",SEE,AIRPORT,32.8262222222222,-116.972444444444,GILLESPIE FLD,,1734P,GRANT COUNTY INTERNATIONAL ARPT ATCT,,3 UNAUTHORIZED UAS FLYING OVER PARKED AIRCRAFT ON THE BOEING RAMP  BEFORE DEPARTING NE BOUND. DETAILED DESCRIPTION OF UAS WAS NOT REPORTED.  ATCT LEARNED OF UAS EVENT ONE HOUR AFTER SIGHTING AND DID NOT SEE IT. NO IMPACT TO OPERATIONS. LEO NOTIFICATION WAS NOT REPORTED,
2020-06-12,NORTH CAROLINA,FAYETTEVILLE,"PRELIM INFO FROM FAA OPS: FAYETTEVILLE, NC/UAS INCIDENT/1018E/FAYETTEVILLE APCH ADVISED CN35, POB - POB, REPORTED A BLACK UAS AT 500 FEET WHILE ON 1 MILE FINAL RUNWAY 04 FAYETTEVILLE. NO EVASIVE ACTION REPORTED. FAYETTEVILLE PD NOTIFIED.",POB,AIRPORT,35.1708891666667,-79.0144966666667,POPE AAF,,1018E,FAYETTEVILLE APCH,POB - POB,,AT 500 FEET
2020-06-12,ILLINOIS,CHICAGO-PROSPECT HEIGHTS-WHEELING,"PRELIM INFO FROM FAA OPS: CHICAGO-PROSPECT HEIGHTS-WHEELING, IL/UAS INCIDENT/0930C/CHICAGO EXECUTIVE ATCT ADVISED UAS OPERATING 1.8 N CHICAGO EXECUTIVE AIRPORT (PWK). LOCAL LEOS RESPONDED AND THE OPERATOR WAS RELEASED. NO ACFT INVOLVED AND NO IMPACT TO ATC.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,0930C,CHICAGO EXECUTIVE ATCT,,1.8 N CHICAGO EXECUTIVE AIRPORT (PWK). LOCAL LEOS RESPONDED AND THE OPERATOR WAS RELEASED. NO ACFT INVOLVED AND NO IMPACT TO ATC,
2020-06-13,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0816C/MIDWAY ATCT ADVISED B738, MHT - MDW, REPORTED A GREY UAS 800 FEET BELOW ACFT WHILE ON 2 MILE FINAL RUNWAY 4R AT 1,200 FEET. NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED VIA 911.",MDW,AIRPORT,41.7859722222222,-87.7524166666667,CHICAGO MIDWAY INTL,,0816C,MIDWAY ATCT,MHT - MDW,,
2020-06-13,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1120P/LAX ATCT ADVISED E75L, SFO - LAX, REPORTED A METALLIC QUADCOPTER UAS PASS 500 FEET ABOVE ACFT WHILE ON FINAL RUNWAY 25L AT 2,000 FEET. NO EVASIVE ACTION REPORTED. LA PD HELO NOTIFIED ON FREQUENCY.",SFO,AIRPORT,37.6188055555556,-122.375416666667,SAN FRANCISCO INTL,,1120P,LAX ATCT,SFO - LAX,,
2020-06-13,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1430E/ATL ATCT ADVISED B738, TPA - ATL, REPORTED A STATIONARY QUADCOPTER UAS OFF RIGHT SIDE AT SAME ALTITUDE WHILE ON .5 MILE FINAL RUNWAY 9R AT 150 FEET. NO EVASIVE ACTION REPORTED. COLLEGE PARK PD NOTIFIED.",ATL,AIRPORT,33.6366996111111,-84.427864,HARTSFIELD - JACKSON ATLANTA INTL,,1430E,ATL ATCT,TPA - ATL,,
2020-06-14,CALIFORNIA,SANTA MONICA,"PRELIM INFO FROM FAA OPS: SANTA MONICA, CA/UAS INCIDENT/LATE REPORT - 1335P/CESSNA C172, REPORTED UAS ACTIVITY BOTH NORTH AND SOUTH OF SANTA MONICA ARPT (SMO). EVASIVE ACTION NOT REPORTED. LEO NOTIFICATION NOT REPORTED.",SMO,AIRPORT,34.0158219444444,-118.451306111111,SANTA MONICA MUNI,,1335P,,,,
2020-06-16,FLORIDA,DAYTONA BEACH,"PRELIM INFO FROM FAA OPS: DAYTONA BEACH, FL/UAS INCIDENT/1200E/DAYTONA ATCT ADVISED CESSNA C172, REPORTED A GREEN AND RED QUAD COPTER UAS S BOUND AT 1,400 FEET. NO EVASIVE ACTION REPORTED. VOLUSIA COUNTY SHERIFF NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1200E,DAYTONA ATCT,,,
2020-06-16,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1522C/CHICAGO TRACON ADVISED E145, GRB - ORD, REPORTED A BLACK UAS WHILE AT 9,000 FEET 10 NE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1522C,CHICAGO TRACON,GRB - ORD,10 NE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED,"AT 9,000 FEET"
2020-06-17,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1405E/DULLES ATCT ADVISED B738, DFW - IAD, REPORTED YELLOW UAS OFF THE RIGHT SIDE OF ACFT WHILE AT 900 FEET ON SHORT FINAL RUNWAY 1C. NO EVASIVE ACTION REPORTED. FAIRFAX COUNTY PD NOTIFIED.",DFW,AIRPORT,32.8972330555556,-97.0376947222222,DALLAS-FORT WORTH INTL,,1405E,DULLES ATCT,DFW - IAD,,AT 900 FEET
2020-06-17,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS INCIDENT/1616M/ALBUQUERQUE ARTCC ADVISED F35, OBSERVED UAS VIA ELECTRONIC SENSOR AT FL315 WHILE NBOUND IN RESTRICTED AREA 2304/2305 18 S GILA BEND VORTAC . NO EVASIVE ACTION TAKEN. LEO NOT REPORTED.",F35,AIRPORT,32.9233245833333,-98.4368727777778,POSSUM KINGDOM,,1616M,ALBUQUERQUE ARTCC,,18 S GILA BEND VORTAC . NO EVASIVE ACTION TAKEN. LEO NOT REPORTED,
2020-06-18,ILLINOIS,NORTHBROOK,"FOLLOW UP INFO FROM FAA OPS: NORTHBROOK, IL/UAS INCIDENT/1545C/CHICAGO EXECUTIVE ATCT ADVISED LOCAL CONTROL HAD TO HOLD 3 ACFT DUE TO UAS ACTIVITY. CHICAGO FBI WAS NOTIFIED.",HAD,AIRPORT,42.92441,-106.30947,IRWINS SKY RANCH,,1545C,CHICAGO EXECUTIVE ATCT,,3 ACFT DUE TO UAS ACTIVITY. CHICAGO FBI WAS NOTIFIED,
2020-06-18,WYOMING,JACKSON,"PRELIM INFO FROM FAA OPS: JACKSON, WY/UAS INCIDENT/2000M/JACKSON ATCT ADVISED LJ45, UAO - JAC, OBSERVED A UAS 100 FEET OFF THE RIGHT SIDE WHILE AT 9,000 FEET ON 10 MILE FINAL JAC. NO EVASIVE ACTION TAKEN. JACKSON PD NOTIFIED.",JAC,AIRPORT,43.6073333333333,-110.73775,JACKSON HOLE,,2000M,JACKSON ATCT,UAO - JAC,100 FEET OFF THE RIGHT SIDE WHILE,"AT 9,000 FEET"
2020-06-18,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2011P/LOS ANGELES ATCT ADVISED MD11, PDX - LAX, OBSERVED A QUAD-COPTER UAS WHILE ON 2.5 MILE FINAL RUNWAY 25L LAX. NO EVASIVE ACTION WAS TAKEN. LA COUNTY SHERIFF NOTIFIED. NO OTHER INFORMATION PROVIDED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,2011P,LOS ANGELES ATCT,PDX - LAX,25L LAX. NO EVASIVE ACTION WAS TAKEN. LA COUNTY SHERIFF NOTIFIED. NO OTHER INFORMATION PROVIDED,
2020-06-19,KENTUCKY,COVINGTON,"PRELIM INFO FROM FAA OPS: COVINGTON, KY/UAS INCIDENT/1144E/CINCINNATI TRACON ADVISED A320, PBI - CVG, REPORTED BLACK UAS FROM THE RIGHT SIDE OF ACFT WHILE AT 9,000 FEET 15 SE CVG. NO EVASIVE ACTION TAKEN. CINCINNATI AIRPORT PD NOTIFIED.",PBI,AIRPORT,26.6831616666667,-80.0955919444444,PALM BEACH INTL,,1144E,CINCINNATI TRACON,PBI - CVG,15 SE CVG. NO EVASIVE ACTION TAKEN. CINCINNATI AIRPORT PD NOTIFIED,"AT 9,000 FEET"
2020-06-21,TEXAS,HOUSTON,"CLOSE-OUT INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/2030C/HOUSTON TRACON ADVISED LEARJET LJ45, MEM - HOU, HARRIS COUNTY SHERIFF NOTIFIED",HOU,AIRPORT,29.6457998333333,-95.2772315833333,WILLIAM P HOBBY,,2030C,HOUSTON TRACON,MEM - HOU,,
2020-06-22,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1136E/LONG ISLAND MAC ARTHUR ATCT ADVISED ARPT FIREFIGHTER OBSERVED A UAS OPERATING AT 1,000 FEET SOUTH OF ISP. ATCT PERSONNEL DID NOT SEE THE UAS. NO ACFT INVOLVED. NO IMPACT TO OPERATIONS. LEO WAS NOT NOTIFIED.",ISP,AIRPORT,40.7961356944444,-73.1006650555556,LONG ISLAND MAC ARTHUR,,1136E,LONG ISLAND MAC ARTHUR ATCT,,000 FEET SOUTH OF ISP. ATCT PERSONNEL DID NOT SEE THE UAS. NO ACFT INVOLVED. NO IMPACT TO OPERATIONS. LEO WAS NOT NOTIFIED,"AT 1,000 FEET"
2020-06-22,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1630E/CHARLOTTE TRACON ADVISED E145, CLT - NORFOLK, VA, WHILE AT 4,000 FEET, OBSERVED A LARGE BLACK AND RED UAS AT THE 12 O'CLOCK POSITION HEADING NNW BOUND AT 3,000 FEET 3 SE CHARLOTTE. NO EVASIVE ACTION TAKEN. CHARLOTTE ARPT PD NOTIFIED VIA 911.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1630E,CHARLOTTE TRACON,"CLT - NORFOLK, VA",3 SE CHARLOTTE. NO EVASIVE ACTION TAKEN,"AT 3,000 FEET"
2020-06-22,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1948E/NCRCC ADVISED MILITARY REPORTED A QUADCOPTER UAS OPERATING VCNTY PENTAGON (12TH AND EADS ST) 1 NNW DCA. ARLINGTON PD NOTIFIED AND RESPONDING TO LOCATION. NO IMPACT TO DCA OPERATIONS.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,1948E,NCRCC,,1 NNW DCA. ARLINGTON PD NOTIFIED AND RESPONDING TO LOCATION. NO IMPACT TO DCA OPERATIONS,
2020-06-24,CALIFORNIA,COLUMBIA,"PRELIM INFO FROM FAA OPS: COLUMBIA, CA/UAS INCIDENT/1336E/OAKLAND ARTCC ADVISED FOREST SERVICE REPORTED A UAS PENETRATED THE QUARTER FIRE TFR NEAR COLUMBIA, CA. AERIAL FIREFIGHTING OPERATIONS WERE SUSPENDED FROM 0915P-1036P DUE TO DANGER TO AIRCRAFT. LOCAL AUTHORITIES DEEMED IT WAS SAFE TO RESUME FIREFIGHTING OPERATIONS AT 1036P. THE UAS WAS NOT SIGHTED, HOWEVER IT WAS HEARD BY GROUND UNITS IN THE AREA. STANISLAUS COUNTY SHERIFF DEPT AND STANISLAUS NATIONAL FOREST SERVICE LAW ENFORCEMENT BOTH RESPONDED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1336E,OAKLAND ARTCC,,1036P DUE TO DANGER TO AIRCRAFT. LOCAL AUTHORITIES DEEMED IT WAS SAFE TO RESUME FIREFIGHTING OPERATIONS,
2020-06-24,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1348M/ROCKY MOUNTAIN METRO (BJC) FCT ADVISED PIPER P28A, OBSERVED A UAS 100 FEET BELOW WHILE ON DOWNWIND FOR RWY12R AT BJC. NO EVASIVE ACTION REPORTED.  NO LEO NOTIFICATION PROVIDED.",BJC,AIRPORT,39.9088055555556,-105.117194444444,ROCKY MOUNTAIN METRO,,1348M,,,12R AT BJC. NO EVASIVE ACTION REPORTED.  NO LEO NOTIFICATION PROVIDED,
2020-06-25,NEW YORK,SYRACUSE,"PRELIM INFO FROM FAA OPS: SYRACUSE, NY/UAS INCIDENT/0925E/ ANG MQ9 UAS CRASHED AT THE DEPARTURE END OF RWY 33 DUE TO ENGINE FAILURE. NO GROUND INJURIES OR DAMAGE REPORTED.  NO IMPACT TO AIRPORT OPS.  ROCHESTER FSDO NOTIFIED.",END,AIRPORT,36.3398058333333,-97.9172394444444,VANCE AFB,,0925E,,,9 UAS CRASHED,
2020-06-25,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS INCIDENT/1408C/OKLAHOMA CITY APPROACH ADVISED  OBSERVED A UAS AT APPROX 6,100 FEET WHILE ON APPROACH TO OKC.  NO SPECIFIC LOCATION OF THE EVENT PROVIDED.  LEO NOTIFICATION INFORMATION NOT PROVIDED.",OKC,AIRPORT,35.3930740277778,-97.6007617222222,WILL ROGERS WORLD,,1408C,OKLAHOMA CITY APPROACH,,100 FEET WHILE ON APPROACH TO OKC.  NO SPECIFIC LOCATION OF THE EVENT PROVIDED.  LEO NOTIFICATION INFORMATION NOT PROVIDED,
2020-06-25,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1645E/PHILADELPHIA APPROACH ADVISED E145, MDT - PHL, OBSERVED A UAS, 500 FEET BELOW, WHILE SOUTHBOUND ON APPROACH TO RWY 17.  NO EXACT LOCATION OF THE EVENT GIVEN. NO EVASIVE ACTION REPORTED.  LEO NOTIFICATION NOT PROVIDED.",PHL,AIRPORT,39.8720838888889,-75.2406630555556,PHILADELPHIA INTL,,1645E,PHILADELPHIA APPROACH,"MDT - PHL, OBSERVED A UAS",500 FEET BELOW,
2020-06-26,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/1105P/SAN DIEGO ATCT ADVISED GULFSTREAM G150, CYYC - SAN, OBSERVED A UAS ON LEFT SIDE OF ACFT WHILE WESTBOUND AT 1,500 FEET, 3 E SAN. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION NOT PROVIDED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1105P,SAN DIEGO ATCT,CYYC - SAN,3 E SAN. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION NOT PROVIDED,
2020-06-26,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS INCIDENT/1309M/SALT LAKE ATCT ADVISED CESSNA C172, OBSERVED A RED-COLOR UAS WHILE NORTHBOUND OVER INTERSTATE I-15, 2 E SLC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SLC,AIRPORT,40.7883933333333,-111.977773333333,SALT LAKE CITY INTL,,1309M,SALT LAKE ATCT,,2 E SLC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,
2020-06-26,NORTH DAKOTA,GRAND FORKS,"PRELIM INFO FROM FAA OPS: GRAND FORKS, ND/UAS INCIDENT/1525C/GRAND FORKS ATCT ADVISED PIPER P28A, GFK - BRD, OBSERVED A WHITE UAS AT APPROX 3,500 FEET WHILE EASTBOUND, 7 E GFK. NO EVASIVE ACTION REPORTED. GRAND FORKS COUNTY SHERIFF NOTIFIED.",GFK,AIRPORT,47.9472777777778,-97.1737777777778,GRAND FORKS INTL,,1525C,GRAND FORKS ATCT,GFK - BRD,500 FEET WHILE EASTBOUND,
2020-06-26,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1710E/E-ROC ADVISED PIPER PA44, REPORTED A UAS AT 300 FEET ON CROSSWIND LEG .5 ESE OF JACKSONVILLE EXECUTIVE AIRPORT, FL. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION WAS NOT REPORTED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1710E,,,300 FEET ON CROSSWIND LEG,AT 300 FEET
2020-06-26,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1710E/CRAIG FCT ADVISED PIPER PA44, OBSERVED A UAS AT APPROX 300 FT ALTITUDE WHILE ON CROSSWIND LEG, .5 ESE CRG. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION NOT PROVIDED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1710E,CRAIG FCT,,300 FT ALTITUDE WHILE ON CROSSWIND LEG,
2020-06-26,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/2003E/NCRCC ADVISED DC METRO PD REPORTED A QUAD COPTER HOVERING OVER PROTESTERS AT 40 FEET 3 ENE DCA. QUAD COPTER IS NO LONGER AIRBORNE. METRO PD UNABLE TO LOCATE OPERATOR. NO OTHER INFORMATION PROVIDED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,2003E,NCRCC,,3 ENE DCA. QUAD COPTER IS NO LONGER AIRBORNE. METRO PD UNABLE TO LOCATE OPERATOR. NO OTHER INFORMATION PROVIDED,AT 40 FEET
2020-06-27,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1411M/DEN APCH ADVISED E75L, DEN - ABQ, REPORTED A LARGE WHITE UAS 800 FEET BELOW WHILE AT 6,000 FEET 2 W DEN. NO EVASIVE ACTION TAKEN. DENVER ARPT",DEN,AIRPORT,39.8616666666667,-104.673166666667,DENVER INTL,,1411M,DEN APCH,DEN - ABQ,800 FEET BELOW WHILE,"AT 6,000 FEET"
2020-06-28,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/1905E/NEWARK ATCT ADVISED B753, SFO - EWR, REPORTED A BLACK UAS AT THE SAME ALTITUDE FROM THE 9 O'CLOCK POSITION WHILE ON 4 MILE FINAL RUNWAY 4R AT 1,400 FEET. NO EVASIVE ACTION REPORTED. ARPT PD NOTIFIED.",SFO,AIRPORT,37.6188055555556,-122.375416666667,SAN FRANCISCO INTL,,1905E,NEWARK ATCT,SFO - EWR,,
2020-06-29,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2130P/SOCAL TRACON ADVISED A319, MSO - LAX, REPORTED A UAS WITH A BRIGHT ORANGE LIGHT TRAVELING FAST PAST THE ACFT. NO ADDITIONAL INFORMATION REPORTED. LAPD NOTIFIED.",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,2130P,SOCAL TRACON,MSO - LAX,,
2020-06-30,NORTH CAROLINA,MONROE,"MONROE, NC: C680, OBSERVED A WHITE AND SILVER UAS AT 4,000 FEET 1 MILE NORTHEAST OF EQY. EVASIVE ACTION NOT REPORTED. EQY AIRPORT POLICE NOTIFIED. 06/30/2020 1309Z",EQY,AIRPORT,35.0174161111111,-80.6220558333333,CHARLOTTE/MONROE EXEC,,1309Z,,,1 MILE NORTHEAST OF EQY. EVASIVE ACTION NOT REPORTED. EQY AIRPORT POLICE NOTIFIED,"AT 4,000 FEET"
