,Unnamed: 0,Date,State,City,Summary,Source File,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
6801,6801,2023-06-21 00:00:00,MASSACHUSETTS,HYANNIS,"PRELIM INFO FROM FAA OPS: HYANNIS, MA/UAS SIGHTING/1819E/BOSTON TRACON ADVISED, CESSNA C182, OBSERVED A UAS WHILE NORTHWEST BOUND AT 1,000 FEET, 6 NNW HYANNIS. NO EVASIVE ACTION REPORTED. BARNSTABLE PD NOTIFIED.",fy23-q3.xlsx,,NORTHWEST BOUND,1819E,BOSTON TRACON,,6 NNW HYANNIS,,,
6807,6807,2023-06-23 00:00:00,ILLINOIS,CHICAGO HEIGHTS,"PRELIM INFO FROM FAA OPS: CHICAGO HEIGHTS, IL/UAS SIGHTING/LATE REPORT-1643C/CHICAGO TRACON ADVISED, CESSNA C172, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE NNE BOUND AT 5,000 FEET 5 S CHICAGO HEIGHTS VOR. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",fy23-q3.xlsx,,NNE BOUND,,CHICAGO TRACON,,5 S CHICAGO HEIGHTS VOR,"AT 5,000 FEET",,
6809,6809,2023-06-24 00:00:00,TEXAS,GEORGETOWN,"PRELIM INFO FROM FAA OPS: GEORGETOWN, TX/UAS SIGHTING/1005C/AUSTIN ATCT ADVISED, CIRRUS SR22, REPORTED UAS AT 2 O'CLOCK POSITION WHILE NE BOUND AT 4,700 FEET 30 N GEORGETOWN. NO EVASIVE ACTION REPORTED. GEORGETOWN PD NOTIFIED.",fy23-q3.xlsx,,NE BOUND,1005C,AUSTIN ATCT,,30 N GEORGETOWN,"AT 4,700 FEET",,
6810,6810,2023-06-24 00:00:00,WISCONSIN,BROOKFIELD,"PRELIM INFO FROM FAA OPS: BROOKFIELD, WI/UAS SIGHTING/1040C/WAUKESHA ATCT ADVISED, HELO, REPORTED A UAS WHILE SE BOUND AT 1,900 FEET VCNTY BROOKFIELD. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION PROVIDED.",fy23-q3.xlsx,,SE BOUND,1040C,WAUKESHA ATCT,,,"AT 1,900 FEET",,
6846,6846,10/2/2020,PENNSYLVANIA,PITTSBURGH,"PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS INCIDENT/1310E/PITTSBURGH TRACON ADVISED EUROCOPTER EC45, REPORTED UAS WHILE AT 2,300 FEET 12 ENE PITTSBURGH. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,,1310E,PITTSBURGH TRACON,,12 ENE PITTSBURGH,"AT 2,300 FEET",,
6847,6847,10/2/2020,VIRGINIA,VIRGINIA BEACH,"PRELIM INFO FROM FAA OPS: VIRGINIA BEACH, VA/UAS INCIDENT/1350E/OCEANA NAS APCH ADVISED F18, REPORTED UAS WHILE SE BOUND AT 11,000 FEET 10 E OCEANA NAVAL AIR STATION. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,SE BOUND,1350E,OCEANA NAS APCH,,10 E OCEANA NAVAL AIR STATION,"AT 11,000 FEET",,
6850,6850,10/2/2020,VIRGINIA,VIRGINIA BEACH,"PRELIM INFO FROM FAA OPS: VIRGINIA BEACH, VA/UAS INCIDENT/1930E/OCEANA ATCT ADVISED F18, REPORTED A DARK UAS WHILE SE BOUND AT 2,900 FEET 7 SW OCEANA. NO EVASIVE ACTION TAKEN. VIRGINIA BEACH PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,SE BOUND,1930E,OCEANA ATCT,,7 SW OCEANA,"AT 2,900 FEET",,
6860,6860,10/4/2020,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1127E/FORT LAUDERDALE EXECUTIVE ATCT ADVISED CESSNA C172, REPORTED YELLOW UAS AT 800 FEET 3 NW FORT LAUDERDALE EXECUTIVE ARPT. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1127E,FORT LAUDERDALE EXECUTIVE ATCT,,3 NW FORT LAUDERDALE EXECUTIVE ARPT,AT 800 FEET,,
6862,6862,10/4/2020,ILLINOIS,WEST CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO/WEST CHICAGO, IL/UAS INCIDENT/1216C/C-ROC ADVISED CESSNA C560, REPORTED GOLD UAS 400 FEET BELOW WHILE AT 1,600 FEET ON LEFT DOWNWIND RUNWAY 2L 2 W DUPAGE ARPT. NO EVASIVE ACTION TAKEN. WEST CHICAGO PD NOTIFIED VIA 911.",FY2021_Q1_UAS_Sightings.xlsx,,,1216C,,,2 W DUPAGE ARPT,"AT 1,600 FEET",,
6866,6866,10/4/2020,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/1331M/FALCON FIELD ATCT ADVISED CESSNA C172, REPORTED UAS 200 FEET BELOW ACFT WHILE NW BOUND AT 2,100 FEET IN CROSSWIND FOR RUNWAY 22R. NO EVASIVE ACTION REPORTED. MESA PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,NW BOUND,1331M,FALCON FIELD ATCT,,,"AT 2,100 FEET",,
6868,6868,10/4/2020,CALIFORNIA,PALMDALE,"PRELIM INFO FROM FAA OPS: PALMDALE, CA/UAS INCIDENT/1440P/JOSHUA CONTROL FACILITY ADVISED GULFSTREAM GLF4,  OBSERVED A UAS WHILE SOUTHWEST BOUND AT 9,000 FEET, 10 N PALMDALE. NO EVASIVE ACTION REPORTED. LOS ANGELES COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,SOUTHWEST BOUND,1440P,JOSHUA CONTROL FACILITY,,10 N PALMDALE,,,
6874,6874,10/5/2020,NORTH CAROLINA,SMITHFIELD,"PRELIM INFO FROM FAA OPS: SMITHFIELD, NC/UAS INCIDENT/1638E/RALEIGH-DURHAM ATCT ADVISED CIRRUS SR22, REPORTED A NEAR MISS WITH UAS TRAVELING IN OPPOSITE DIRECTION WHILE ACFT WAS NE BOUND AT 3,300 FEET ON FINAL FOR RUNWAY 21. NO EVASIVE ACTION REPORTED. JOHNSTON COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1638E,,,,"AT 3,300 FEET",,
6879,6879,10/6/2020,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1718E/JACKSONVILLE TRACON ADVISED CESSNA C182, REPORTED SILVER QUAD COPTER UAS AT SAME ALTITUDE WHILE S BOUND AT 3,500 FEET 12 SE JACKSONVILLE EXECUTIVE AIRPORT. NO EVASIVE ACTION REPORTED. ST JOHN'S COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,1718E,JACKSONVILLE TRACON,,12 SE JACKSONVILLE EXECUTIVE AIRPORT,"AT 3,500 FEET",,
6891,6891,10/9/2020,NEW JERSEY,ATLANTIC CITY,"PRELIM INFO FROM FAA OPS: ATLANTIC CITY, NJ/UAS INCIDENT/1327E/ATLANTIC CITY ATCT ADVISED BEECH BE35, REPORTED UAS AT 3,500 FEET WHILE NNW BOUND 7 E ATLANTIC CITY. NO EVASIVE ACTION TAKEN. GALLOWAY PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,NNW BOUND,1327E,ATLANTIC CITY ATCT,,7 E ATLANTIC CITY,"AT 3,500 FEET",,
6899,6899,10/11/2020,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1800C/CHICAGO MIDWAY ATCT ADVISED BOMBARDIER GLEX, REPORTED BLACK UAS AT 100 FEET WHILE SE BOUND .25 NW CHICAGO MIDWAY INTERNATIONAL AIRPORT. NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED VIA 911.",FY2021_Q1_UAS_Sightings.xlsx,,SE BOUND,1800C,CHICAGO MIDWAY ATCT,,,AT 100 FEET,,
6901,6901,10/12/2020,GEORGIA,VIENNA,"PRELIM INFO FROM FAA OPS: VIENNA, GA/UAS INCIDENT/1045E/JACKSONVILLE ARTCC ADVISED CIRRUS SR22, REPORTED A UAS 200 FEET BELOW WHILE N BOUND AT 8,000 FEET 13 S VIENNA VORTAC (VNA). NO EVASIVE ACTION TAKEN. CRISP COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1045E,JACKSONVILLE ARTCC,,13 S VIENNA VORTAC (VNA),"AT 8,000 FEET",,
6906,6906,10/13/2020,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1851E/ANDREWS ATCT ADVISED GULFSTREAM GLF5, REPORTED UAS WHILE ON 5 MILE FINAL FOR RY1L. UAS WAS 75 FEET UNDERNEATH ACFT. NO EVASIVE ACTION REPORTED. PRINCE GEORGE COUNTY PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1851E,ANDREWS ATCT,,,,,
6926,6926,10/17/2020,NEW YORK,SHIRLEY,"PRELIM INFO FROM FAA OPS: SHIRLEY, NY/UAS INCIDENT/1630E/ISP ATCT ADVISED SUFFOLK COUNTY POLICE REPORTED A UAS AT 1,000 FEET VCNTY SMITH POINT PARK, SHIRLEY, NY. REPORT POSSIBLY LINKED TO UAS SIGHTING REPORTED EARLIER. NO OPERATOR IDENTIFIED. NO ACFT INVOLVED.",FY2021_Q1_UAS_Sightings.xlsx,,,1630E,ISP ATCT,,,"AT 1,000 FEET",,
6934,6934,10/18/2020,ARKANSAS,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, AR/UAS INCIDENT/1808C/LITTLE ROCK TRACON ADVISED  C130, REPORTED UAS WHILE S BOUND AT 1,300 FEET 2 N LITTLE ROCK AIR FORCE BASE. NO EVASIVE ACTION REPORTED. BASE OPERATIONS NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,1808C,LITTLE ROCK TRACON,,2 N LITTLE ROCK AIR FORCE BASE,"AT 1,300 FEET",,
6935,6935,10/18/2020,CALIFORNIA,LONG BEACH,"PRELIM INFO FROM FAA OPS: LONG BEACH, CA/UAS INCIDENT/1705P/LONG BEACH ATCT ADVISED  CESSNA C172, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 1,000 FEET 4.8 S LONG BEACH. NO EVASIVE ACTION TAKEN. LONG BEACH PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,W BOUND,1705P,LONG BEACH ATCT,,,"AT 1,000 FEET",,
6937,6937,10/19/2020,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS INCIDENT/1810E/TALLAHASSEE ATCT ADVISED CIRRUS SR22, REPORTED A UAS WHILE E BOUND AT 14,000 FEET 4 W TALLAHASSEE. NO EVASIVE ACTION REPORTED. TALLAHASSEE PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,E BOUND,1810E,TALLAHASSEE ATCT,,4 W TALLAHASSEE,"AT 14,000 FEET",,
6938,6938,10/19/2020,CALIFORNIA,IMPERIAL,"PRELIM INFO FROM FAA OPS: IMPERIAL, CA/UAS INCIDENT/1650P/IMPERIAL ATCT ADVISED UNKN ACFT REPORTED SILVER UAS 1,000 FEET ABOVE ACFT WHILE N BOUND AT 14,000 FEET 15 NE IMPERIAL. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1650P,IMPERIAL ATCT,,15 NE IMPERIAL,"AT 14,000 FEET",,
6964,6964,10/24/2020,CALIFORNIA,BAKERSFIELD,"PRELIM INFO FROM FAA OPS: BAKERSFIELD, CA/UAS INCIDENT/1251P/BAKERSFIELD ATCT ADVISED CESSNA C182, REPORTED A UAS 500 FEET BELOW ACFT FROM THE 4 O'CLOCK POSITION WHILE SE BOUND AT 5,500 FEET 9 N  SHAFTER VORTAC BAKERSFIELD. LOCAL LEO.",FY2021_Q1_UAS_Sightings.xlsx,,SE BOUND,1251P,BAKERSFIELD ATCT,,9 N  SHAFTER VORTAC BAKERSFIELD,"AT 5,500 FEET",,
6971,6971,10/25/2020,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1020C/HOUSTON TRACON ADVISED CIRRUS SR22, REPORTED A BLUE QUAD COPTER UAS WHILE N BOUND AT 2,000 FEET 6 N DAVID WAYNE HOOKS ARPT. NO EVASIVE ACTION REPORTED. HARRIS COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1020C,HOUSTON TRACON,,6 N DAVID WAYNE HOOKS ARPT,"AT 2,000 FEET",,
6979,6979,10/26/2020,FLORIDA,ST PETERSBURG-CLEARWATER,"PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS INCIDENT/1155E/ST PETE-CLEARWATER ATCT ADVISED PIPER P28A, REPORTED SAME UAS AS ALLEGIANT 969 WHILE NNE BOUND IN PATTERN AT 700 FEET. PILOT REPORTED THE UAS WAS DESCENDING. PINELLAS COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,NNE BOUND,1155E,,,,,,
6983,6983,10/26/2020,PENNSYLVANIA,YARDLEY,"PRELIM INFO FROM FAA OPS: YARDLEY, PA/UAS INCIDENT/1933E/PHILADELPHIA TRACON ADVISED AIRBUS AS50, REPORTED A UAS WHILE N BOUND AT 700 FEET 22 SW YARDLEY VOR. EVASIVE ACTION NOT REPORTED. PHILADELPHIA ARPT PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1933E,PHILADELPHIA TRACON,,22 SW YARDLEY VOR,AT 700 FEET,,
7006,7006,11/2/2020,OREGON,NEWBERG,"PRELIM INFO FROM FAA OPS: NEWBERG, OR/UAS INCIDENT/1519P/SEATTLE ARTCC ADVISED CESSNA C182, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 4,500 FEET 16 SSE NEWBERG. NO EVASIVE ACTION TAKEN. MARION COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,1519P,SEATTLE ARTCC,,16 SSE NEWBERG,"AT 4,500 FEET",,
7015,7015,11/5/2020,ARIZONA,SOMERTON,"PRELIM INFO FROM FAA OPS: SOMERTON, AZ/UAS INCIDENT/1120M/YUMA ATCT ADVISED F5, REPORTED A UAS FROM BELOW WHILE NE BOUND AT 4,500 FEET 4 NW SOMERTON. NO EVASIVE ACTION TAKEN. YUMA COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,NE BOUND,1120M,YUMA ATCT,,4 NW SOMERTON,"AT 4,500 FEET",,
7016,7016,11/5/2020,CALIFORNIA,FULLERTON,"PRELIM INFO FROM FAA OPS: FULLERTON, CA/UAS INCIDENT/1849P/FULLERTON ATCT ADVISED CESSNA C172, OBSEREVED A UAS FROM THE 9 O'CLOCK POSITION WHILE ENE BOUND AT 1,100 FEET 1 N FULLERTON ARPT. NO EVASIVE ACTION TAKEN. BUENA PARK PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,ENE BOUND,1849P,FULLERTON ATCT,,1 N FULLERTON ARPT,"AT 1,100 FEET",,
7018,7018,11/6/2020,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS INCIDENT/1200C/OKC APCH ADVISED KC135, REPORTED SMALL SILVER UAS AT SAME ALTITUDE WHILE W BOUND AT 8,500 FEET 20 NE TINKER AFB. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT PROVIDED.",FY2021_Q1_UAS_Sightings.xlsx,,W BOUND,1200C,OKC APCH,,20 NE TINKER AFB,"AT 8,500 FEET",,
7020,7020,11/6/2020,COLORADO,PUEBLO,"PRELIM INFO FROM FAA OPS: PUEBLO, CO/UAS INCIDENT/1120M/DENVER TRACON ADVISED GULFSTREAM AEROSPACE GLF5, REPORTED WHITE UAS FROM THE RIGHT SIDE WHILE E BOUND AT 5,500 FEET 1 E PUEBLO. NO EVASIVE ACTION REPORTED. PUEBLO COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,E BOUND,1120M,DENVER TRACON,,1 E PUEBLO,"AT 5,500 FEET",,
7023,7023,11/7/2020,TENNESSEE,JASPER,"PRELIM INFO FROM FAA OPS: JASPER, TN/UAS INCIDENT/1100E/MEMPHIS ARTCC ADVISED CIRRUS SR22, REPORTED UAS 200 FEET BELOW ACFT WHILE S BOUND AT 11,000 FEET 20 E JASPER. PILOT ADVISED EVASIVE WAS TAKEN TO AVOID UAS. MARION COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,1100E,MEMPHIS ARTCC,,20 E JASPER,"AT 11,000 FEET",,
7025,7025,11/7/2020,IOWA,WATERLOO,"PRELIM INFO FROM FAA OPS: WATERLOO, IA/UAS INCIDENT/1313C/WATERLOO ATCT ADVISED UNIDENTIFIED HELO REPORTED FIXED WING UAS OPERATING AT 2,000 FEET 4 E WATERLOO. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,,1313C,WATERLOO ATCT,,4 E WATERLOO,"AT 2,000 FEET",,
7038,7038,11/11/2020,CALIFORNIA,OXNARD,"PRELIM INFO FROM FAA OPS: OXNARD, CA/UAS INCIDENT/1530P/POINT MUGU ATCT ADVISED GROUND PERSONNEL REPORTED UAS OPERATING OVER NATIONAL GUARD RAMP. NO IMPACT TO OPERATIONS. BASE SECURITY NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1530P,POINT MUGU ATCT,,,,,
7040,7040,11/12/2020,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/LATE-REPORT 1710E/FORT LAUDERDALE ATCT ADVISED CESSNA C560, REPORTED A BLACK UAS 50 FEET BELOW ACFT FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 600 FEET ON 2 MILE FINAL RUNWAY 10L. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,E BOUND,,FORT LAUDERDALE ATCT,,,AT 600 FEET,,
7043,7043,11/13/2020,SOUTH CAROLINA,FLORENCE,"PRELIM INFO FROM FAA OPS: FLORENCE, SC/UAS INCIDENT/1619E/FLORENCE ATCT ADVISED CESSNA C172, OBSERVED A UAS FROM THE 9 O'CLOCK POSITION WHILE SOUTHBOUND AT 1,500 FEET 7 WNW FLORENCE. EVASIVE ACTION NOT REPORTED. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,,1619E,FLORENCE ATCT,,7 WNW FLORENCE,"AT 1,500 FEET",,
7047,7047,11/14/2020,VIRGINIA,CHARLOTTESVILLE,"PRELIM INFO FROM FAA OPS: CHARLOTTESVILLE, VA/UAS INCIDENT/1305E/POTOMAC TRACON ADVISED  PIPER P28R, OBSERVED A UAS AT SAME ALTITUDE WHILE WESTBOUND AT 2,500 FEET 23 E CHARLOTTESVILLE. NO EVASIVE ACTION TAKEN. ORANGE COUNTY PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1305E,POTOMAC TRACON,,23 E CHARLOTTESVILLE,"AT 2,500 FEET",,
7051,7051,11/16/2020,ARIZONA,FORT HUACHUCA SIERRA VISTA,"FOLLOW UP INFO FROM FAA OPS: FORT HUACHUCA SIERRA VISTA, AZ/UAS INCIDENT/11-16 0700M/ALBUQUERQUE ARTCC ADVISED FORT HUACHUCA ARPT HAS RESUMED NORMAL OPERATIONS.",FY2021_Q1_UAS_Sightings.xlsx,,,,ALBUQUERQUE ARTCC,,,,,
7060,7060,11/17/2020,UTAH,CEDAR CITY,"PRELIM INFO FROM FAA OPS: CEDAR CITY, UT/UAS INCIDENT/1726M/FLIGHT SERVICE ADVISED ROBINSON R44, REPORTED A UAS AT 7,000 FEET 5 N CEDAR CITY. NO EVASIVE ACTION REPORTED. CEDAR CITY PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,1726M,FLIGHT SERVICE,,5 N CEDAR CITY,"AT 7,000 FEET",,
7062,7062,11/18/2020,TENNESSEE,KNOXVILLE,"PRELIM INFO FROM FAA OPS: KNOXVILLE, TN/UAS INCIDENT/1548E/MC GHEE TYSON ATCT ADVISED CESSNA C172, REPORTED A SILVER UAS 500 FEET BELOW OF THE 12 O'CLOCK POSITION WHILE SW BOUND AT 3,500 FEET 9 WSW VOLUNTEER VORTAC (VXV). NO EVASIVE ACTION TAKEN. KNOX COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,SW BOUND,1548E,MC GHEE TYSON ATCT,,9 WSW VOLUNTEER VORTAC (VXV),"AT 3,500 FEET",,
7070,7070,11/20/2020,ALABAMA,MOBILE,"PRELIM INFO FROM FAA OPS: MOBILE, AL/UAS INCIDENT/1205C/MOBILE ATCT ADVISED TEX2, REPORTED A POSSIBLE UAS FROM LEFT SIDE WHILE E BOUND AT 8,800 FEET VCNTY VICKI INTERSECTION. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",FY2021_Q1_UAS_Sightings.xlsx,,E BOUND,1205C,MOBILE ATCT,,,"AT 8,800 FEET",,
7071,7071,11/20/2020,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/1315M/ALBUQUERQUE ARTCC ADVISED F16, REPORTED A BLACK UAS WHILE N BOUND AT 17,500 FEET WHILE OPERATING WITHIN THE GLADDEN MILITARY OPERATING AREA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. NO OTHER INFORMATION GIVEN.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1315M,ALBUQUERQUE ARTCC,,,"AT 17,500 FEET",,
7076,7076,11/21/2020,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/1717M/GLENDALE ATCT ADVISED CESSNA C172, REPORTED A WHITE UAS WHILE W BOUND AT 3,200 FEET 5 NW GLENDALE. NO EVASIVE ACTION TAKEN. PEORIA PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,W BOUND,1717M,GLENDALE ATCT,,5 NW GLENDALE,"AT 3,200 FEET",,
7078,7078,11/22/2020,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/LATE REPORT 0835M/DEER VALLEY ATCT REPORTED TWO FIXED WING UAS CONDUCTING AEROBATIC ACTIVITY AT LOCAL RC PARK 3 NE PHOENIX DEER VALLEY ARPT. PATTERN TRAFFIC REPORTED MAXIMUM ALTITUDE OF APPROXIMATELY 1,000 FEET. NO IMPACT TO OPERATIONS. NO EVASIVE ACTION REPORTED. PHOENIX PD NOTIFIED AT.",FY2021_Q1_UAS_Sightings.xlsx,,,,,,3 NE PHOENIX DEER VALLEY ARPT,,,
7092,7092,11/25/2020,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1614M/PHOENIX TRACON ADVISED DIAMOND DA40, REPORTED UAS AT 2 O'CLOCK POSITION AT 6,500 FEET WHILE W BOUND 28 NW PHOENIX. NO EVASIVE ACTION TAKEN. PHOENIX AIRPORT PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,W BOUND,1614M,PHOENIX TRACON,,28 NW PHOENIX,"AT 6,500 FEET",,
7101,7101,11/28/2020,MASSACHUSETTS,NORWOOD,"PRELIM INFO FROM FAA OPS: NORWOOD, MA/UAS INCIDENT/1146E/NORWOOD ATCT ADVISED BEECH BE36, REPORTED BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 10 S NORWOOD. NO EVASIVE ACTION REPORTED. MANSFIELD PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,N BOUND,1146E,NORWOOD ATCT,,10 S NORWOOD,"AT 2,000 FEET",,
7119,7119,12/3/2020,TENNESSEE,SMYRNA,"PRELIM INFO FROM FAA OPS: SMYRNA, TN/UAS INCIDENT/1229C/SMYRNA ATCT ADVISED CESSNA C172, REPORTED A SMALL BLACK UAS FROM THE RIGHT SIDE WHILE S BOUND AT 1,400 FEET 1 S SMYRNA. NO EVASIVE ACTION TAKEN. SMYRNA AIRPORT AUTHORITY NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,1229C,SMYRNA ATCT,,1 S SMYRNA,"AT 1,400 FEET",,
7121,7121,12/4/2020,VIRGINIA,BOWLING GREEN,"BOWLING GREEN, VA: A MATRICE 210, CRASHED INTO A TREE AT THE CAROLYN COUNTY RECREATION COMPLEX DUE TO OPERATOR ERROR. NO DAMAGES OR INJURIES WERE REPORTED ON THE GROUND. 12/04/2020 1950Z",FY2021_Q1_UAS_Sightings.xlsx,,,,,,,,,
7145,7145,12/12/2020,OKLAHOMA,CHICKASHA,"CORRECTION INFO (LOCATION) FROM FAA OPS: CHICKASHA, OK/UAS INCIDENT/2238C/OKLAHOMA CITY TRACON ADVISED CESSNA C172, REPORTED QUADCOPTER FROM THE RIGHT SIDE OF ACFT WHILE S BOUND AT 2,500 FEET 5 S CHICKASHA. PILOT REPORTED CLIMBING TO AVOID UAS WHILE MANUEVERING IN THE AREA. OKLAHOMA STATE PD NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,S BOUND,2238C,OKLAHOMA CITY TRACON,,5 S CHICKASHA,"AT 2,500 FEET",,
7162,7162,12/18/2020,ARIZONA,PRESCOTT,"CLOSE-OUT INFO FROM FAA OPS: PRESCOTT, AZ/UAS INCIDENT/0850M/PRESCOTT ATCT ADVISED CESSNA C172, YAVAPAI COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,,0850M,PRESCOTT ATCT,,,,,
7175,7175,12/21/2020,ARKANSAS,LITTLE ROCK,"PRELIM INFO FROM FAA OPS: LITTLE ROCK, AR/UAS INCIDENT/1236C/LITTLE ROCK TRACON ADVISED  DIAMOND DV20, REPORTED UAS 500 FEET FROM ACFT WHILE W BOUND AT 2,000 FEET 5 NE LITTLE ROCK. NO EVASIVE ACTION REPORTED. PULASKI COUNTY SHERIFF NOTIFIED.",FY2021_Q1_UAS_Sightings.xlsx,,W BOUND,1236C,LITTLE ROCK TRACON,,5 NE LITTLE ROCK,"AT 2,000 FEET",,
7180,7180,12/23/2020,CALIFORNIA,FULLERTON,"PRELIM INFO FROM FAA OPS: FULLERTON, CA/UAS INCIDENT/1440P/FULLERTON ATCT ADVISED  BELL UH1, REPORTED A UAS BELOW ACFT WHILE SE BOUND AT 1,200 FEET 5 SE FULLERTON. NO EVASIVE ACTION TAKEN. LOCAL LEO HELO NOTIFIED ON FREQUENCY. LEO HELO SEARCHED THE AREA WITH NEGATIVE RESULTS.",FY2021_Q1_UAS_Sightings.xlsx,,SE BOUND,1440P,FULLERTON ATCT,,5 SE FULLERTON,"AT 1,200 FEET",,
