,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
263,2024-03-17,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1505E/POTOMAC TRACON ADVISED, PIPER PAY1, BWI - JWN, REPORTED A BLACK UAS 100 FEET OFF THE LEFT WING WHILE NNW BOUND AT 2,500 FEET 15 SW BWI. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL PD NOTIFIED.",JWN,NNW BOUND,1505E,POTOMAC TRACON,BWI - JWN,15 SW BWI,"AT 2,500 FEET",36.1830218333333,-86.8864953333333
264,2024-03-17,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS INCIDENT/1245P/POINT MUGU APCH ADVISED, CESSNA C750, MDW - CMA, REPORTED A UAS WHILE W BOUND AT 3,000 FEET 5 E CMA. EVASIVE ACTION WAS TAKEN. LEO NOTIFICATION NOT REPORTED.",MDW,W BOUND,1245P,POINT MUGU APCH,MDW - CMA,5 E CMA,"AT 3,000 FEET",41.7859722222222,-87.7524166666667
265,2024-03-17,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1635E/PHILADELPHIA ATCT ADVISED, A321, CANCUN, MEXICO (MMUN) - PHL, REPORTED A UAS 200 FEET BELOW ACFT WHILE W BOUND AT 2,600 FEET 11 E PHL. NO EVASIVE ACTION REPORTED. PHILADELPHIA ARPT PD NOTIFIED.",PHL,W BOUND,1635E,PHILADELPHIA ATCT,"CANCUN, MEXICO (MMUN) - PHL",11 E PHL,"AT 2,600 FEET",39.8720838888889,-75.2406630555556
266,2024-03-17,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1848C/NASHVILLE ATCT ADVISED, A319, BNA - LGA, REPORTED A BLACK UAS WHILE S BOUND AT 4,800 FEET 5 E BNA. NO EVASIVE ACTION TAKEN. BNA ARPT DPS NOTIFIED.",BNA,S BOUND,1848C,NASHVILLE ATCT,BNA - LGA,5 E BNA,"AT 4,800 FEET",36.124475,-86.6781805555556
267,2024-03-18,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS SIGHTING/1509E/GREENSBORO APCH ADVISED, BEECH BE23, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 13 SSW GSO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",GSO,W BOUND,1509E,GREENSBORO APCH,,13 SSW GSO,"AT 4,500 FEET",36.1013266666667,-79.9411227777778
268,2024-03-18,NEW YORK,DEER PARK,"PRELIM INFO FROM FAA OPS: DEER PARK, NY/UAS SIGHTING/1635E/REPUBLIC ATCT ADVISED, CESSNA C172, REPORTED DISC SHAPED UAS AT THE 9 O'CLOCK POSITION WHILE NW BOUND AT 400 FEET 5 SW DEER PARK VOR (DPK). NO EVASIVE ACTION TAKEN.  SUFFOLK COUNTY PD NOTIFIED.",,NW BOUND,1635E,REPUBLIC ATCT,,5 SW DEER PARK VOR (DPK),AT 400 FEET,40-47-30.360N,073-18-13.239W
269,2024-03-18,MISSISSIPPI,JACKSON,"PRELIM INFO FROM FAA OPS: JACKSON, MS/UAS SIGHTING/1634C/JACKSON ATCT ADVISED, HONDA HDJT, REPORTED A SILVER BALL SHAPED UAS FROM THEIR RIGHT SIDE WHILE AT 7,500 FEET 16 E JAN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",JAN,,1634C,JACKSON ATCT,,16 E JAN,"AT 7,500 FEET",32.3111666666667,-90.0758888888889
270,2024-03-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1905C/CHICAGO TRACON ADVISED, EMBRAER E55P, BOS - MDW, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 4,000 FEET 7 ESE MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",BOS,NW BOUND,1905C,CHICAGO TRACON,BOS - MDW,7 ESE MDW,"AT 4,000 FEET",42.3629444444444,-71.0063888888889
271,2024-03-19,ARIZONA,TUCSON,"PRELIM INFO FROM FAA OPS: TUCSON, AZ/UAS SIGHTING/0835M/TUCSON TRACON ADVISED, B737, TUS - BDL, REPORTED A UAS WHILE E BOUND AT 16,000 FEET 25 ESE TUS. NO EVASIVE ACTION TAKEN. COCHISE COUNTY SHERIFF NOTIFIED.",TUS,E BOUND,0835M,TUCSON TRACON,TUS - BDL,25 ESE TUS,"AT 16,000 FEET",32.1170681944444,-110.941462805556
272,2024-03-19,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1715E/NEWARK ATCT ADVISED, DASSAULT F2TH, COPENHAGEN, DENMARK (EKCH) - EWR, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET 6 NE EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY PD NOTIFIED.",EWR,E BOUND,1715E,NEWARK ATCT,"COPENHAGEN, DENMARK (EKCH) - EWR",6 NE EWR,"AT 2,000 FEET",40.6924798333333,-74.1686867777778
273,2024-03-19,CALIFORNIA,SANTA ROSA,"PRELIM INFO FROM FAA OPS: SANTA ROSA, CA/UAS SIGHTING/1450P/SONOMA ATCT ADVISED, ROBINSON R22, STS - STS, OBSERVED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 600 FEET 1 W STS. NO EVASIVE ACTION TAKEN. SONOMA COUNTY SHERIFF'S OFFICE NOTIFIED.",STS,N BOUND,1450P,SONOMA ATCT,STS - STS,1 W STS,AT 600 FEET,38.5096944444444,-122.812888888889
274,2024-03-20,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/0833E/WASHINGTON ATCT ADVISED, B738, DCA - MCO, REPORTED A BLACK UAS HOVERING AT THE 1 O'CLOCK POSITION WHILE N BOUND AT TWY J. NO EVASIVE ACTION TAKEN. PARK POLICE NOTIFIED.",MCO,N BOUND,0833E,WASHINGTON ATCT,DCA - MCO,,,28.4293888888889,-81.309
275,2024-03-20,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1223E/PALM BEACH APCH ADVISED, A321, DFW - PBI, REPORTED A BLACK AND WHITE QUADCOPTER UAS 50-100 FEET BELOW ACFT AT THE 3 O'CLOCK POSITION WHILE EASTBOUND AT 3,000 FEET 13 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED.",PBI,,1223E,PALM BEACH APCH,DFW - PBI,13 W PBI,"AT 3,000 FEET",26.6831616666667,-80.0955919444444
276,2024-03-20,CALIFORNIA,IMPERIAL BEACH,"PRELIM INFO FROM FAA OPS: IMPERIAL BEACH, CA/UAS SIGHTING/1137P/NAS IMPERIAL BEACH ATCT ADVISED, H60, REPORTED A UAS OFF NORTH END OF FIELD. NO DESCRIPTION OF UAS REPORTED. NO EVASIVE ACTION REPORTED. BASE OPERATIONS NOTIFIED.",OFF,,1137P,NAS IMPERIAL BEACH ATCT,,,,41.1193288888889,-95.9085169444444
277,2024-03-20,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1535P/LAS VEGAS TRACON ADVISED, CESSNA C206, REPORTED A UAS 2,000 FEET BELOW THE ACFT WHILE N BOUND AT 7,500 FEET 9 ESE LAS. NO EVASIVE ACTION TAKEN. LAS VEGAS METRO PD NOTIFIED.",LAS,N BOUND,1535P,LAS VEGAS TRACON,,9 ESE LAS,"AT 7,500 FEET",36.0800438888889,-115.152234722222
278,2024-03-20,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1855E/POTOMAC TRACON ADVISED, MOONEY M20T, REPORTED A BLACK AND WHITE UAS WHILE N BOUND AT 9,000 FEET 10 WSW RIC. NO EVASIVE ACTION TAKEN.  CHESTERFIELD COUNTY PD NOTIFIED.",RIC,N BOUND,1855E,POTOMAC TRACON,,10 WSW RIC,"AT 9,000 FEET",37.5051811111111,-77.3197386111111
279,2024-03-20,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/1809P/SOUTHERN CALIFORNIA TRACON ADVISED, B752, MHR - SNA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 5,000 FEET 10 WSW SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",MHR,NE BOUND,1809P,SOUTHERN CALIFORNIA TRACON,MHR - SNA,10 WSW SNA,"AT 5,000 FEET",38.557645,-121.2938425
280,2024-03-21,CALIFORNIA,LIVERMORE,"PRELIM INFO FROM FAA OPS: LIVERMORE, CA/UAS SIGHTING/1323P/LIVERMORE ATCT ADVISED, CESSNA C152, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE WNW BOUND AT 3,500 FEET 5 S LVK. NO EVASIVE ACTION TAKEN. PLEASANTON PD NOTIFIED.",LVK,WNW BOUND,1323P,LIVERMORE ATCT,,5 S LVK,"AT 3,500 FEET",37.6933888888889,-121.820361111111
281,2024-03-22,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1322E/CHARLOTTE ATCT ADVISED, A321, LAX - CLT, REPORTED A ORANGE/WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE N BOUND AT 1,600 FEET 4 S CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE ARPT PD NOTIFIED.",CLT,N BOUND,1322E,CHARLOTTE ATCT,LAX - CLT,4 S CLT,"AT 1,600 FEET",35.21375,-80.9490555555556
282,2024-03-23,PUERTO RICO,SAN JUAN,"PRELIM INFO FROM FAA OPS: SAN JUAN, PUERTO RICO/UAS SIGHTING/1047L/SAN JUAN ATCT ADVISED, PIPER PA31, REPORTED A QUAD-ROTOR UAS WHILE W BOUND AT 2,000 FEET 8 SE SJU. NO EVASIVE ACTION TAKEN. SAN JUAN ARPT PD NOTIFIED.",SAN,W BOUND,1047L,SAN JUAN ATCT,,8 SE SJU,"AT 2,000 FEET",32.7335627777778,-117.189663333333
283,2024-03-23,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1225C/HOBBY ATCT ADVISED, B737, LAS - HOU, REPORTED A UAS 400 FEET BELOW ACFT FROM THE 6 O'CLOCK POSITION WHILE NE BOUND AT 2,000 FEET 5 SW HOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",HOU,NE BOUND,1225C,HOBBY ATCT,LAS - HOU,5 SW HOU,"AT 2,000 FEET",29.6457998333333,-95.2772315833333
284,2024-03-23,CALIFORNIA,SAN BERNARDINO,"PRELIM INFO FROM FAA OPS: SAN BERNARDINO, CA/UAS SIGHTING/1653P/SOCAL TRACON ADVISED, B737, PHX - BUR, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 11,000 FEET 60 ENE PARADISE VORTAC. NO EVASIVE ACTION TAKEN. COLTON PD NOTIFIED.",BUR,W BOUND,1653P,SOCAL TRACON,PHX - BUR,60 ENE PARADISE VORTAC,"AT 11,000 FEET",34.2006944444444,-118.358666666667
285,2024-03-23,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2150E/PEACHTREE-DEKALB ATCT ADVISED, ROBINSON R44, REPORTED A UAS WHILE N BOUND AT 1,900 FEET 9 SSW PEACHTREE VOR (PDK). NO EVASIVE ACTION TAKEN. ATLANTA PD NOTIFIED.",PDK,N BOUND,2150E,,,9 SSW PEACHTREE VOR (PDK),"AT 1,900 FEET",33.8760019444444,-84.3020305555555
286,2024-03-24,KENTUCKY,COVINGTON,"PRELIM INFO FROM FAA OPS: COVINGTON, KY/UAS SIGHTING/1050E/CINCINNATI APCH ADVISED, A320, PIE - CVG, REPORTED A RED AND WHITE UAS 200 FEET BELOW ACFT WHILE N BOUND AT 4,000 FEET 8 WNW CVG. NO EVASIVE ACTION TAKEN. CVG ARPT PD NOTIFIED.",CVG,N BOUND,1050E,CINCINNATI APCH,PIE - CVG,8 WNW CVG,"AT 4,000 FEET",39.0488375,-84.6678208333333
287,2024-03-24,MISSISSIPPI,PONTOTOC,"PRELIM INFO FROM FAA OPS: PONTOTOC, MS/UAS SIGHTING/1225C/MEMPHIS ARTCC ADVISED, PILATUS PC12, UOX - PDK, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,300 FEET 5.8 SW 22M. NO EVASIVE ACTION TAKEN. PONTOTOC COUNTY SHERIFF NOTIFIED.",PDK,W BOUND,1225C,MEMPHIS ARTCC,UOX - PDK,,"AT 3,300 FEET",33.8760019444444,-84.3020305555555
288,2024-03-24,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/LATE REPORT-1658E/BOSTON TRACON ADVISED, DE HAVILLAND CANADA DH8D, TORONTO, CANADA (CYTZ) - BOS, REPORTED A RED UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 1,800 FEET 6 SW BOS. NO EVASIVE ACTION TAKEN. MASS STATE PD NOTIFIED.",BOS,NE BOUND,,BOSTON TRACON,"TORONTO, CANADA (CYTZ) - BOS",6 SW BOS,"AT 1,800 FEET",42.3629444444444,-71.0063888888889
289,2024-03-24,TEXAS,AUSTIN,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS SIGHTING/1604C/AUSTIN ATCT ADVISED, A320, JFK - AUS, REPORTED A UAS 200 FEET BELOW ACFT WHILE S BOUND AT 1,500 FEET 9 SW CENTEX VORTAC (CWK). NO EVASIVE ACTION TAKEN. AUSTIN ARPT OPS NOTIFIED.",JFK,S BOUND,1604C,AUSTIN ATCT,JFK - AUS,9 SW CENTEX VORTAC (CWK),"AT 1,500 FEET",40.6399280555556,-73.7786922222222
290,2024-03-24,TEXAS,AUSTIN,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS SIGHTING/1606C/AUSTIN ATCT ADVISED, A319, PHX - AUS, REPORTED A BLACK UAS 200 FEET BELOW ACFT WHILE S BOUND AT 1,300 FEET 9 SW CENTEX VORTAC (CWK). NO EVASIVE ACTION TAKEN. AUSTIN ARPT OPS NOTIFIED.",AUS,S BOUND,1606C,AUSTIN ATCT,PHX - AUS,9 SW CENTEX VORTAC (CWK),"AT 1,300 FEET",30.1945272222222,-97.6698761111111
291,2024-03-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1653C/CHICAGO TRACON ADVISED, A319, MSP - ORD, REPORTED A UAS WHILE S BOUND AT 6,000 FEET 23 NW ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",MSP,S BOUND,1653C,CHICAGO TRACON,MSP - ORD,23 NW ORD,"AT 6,000 FEET",44.8819722222222,-93.2217777777778
292,2024-03-24,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1810E/RALEIGH-DURHAM ATCT ADVISED, CESSNA C68A, HPN - RDU, REPORTED A UAS FROM THE 2 Oâ€™CLOCK POSITION WHILE NE BOUND AT 1,500 FEET 7 SW RDU. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED.",HPN,NE BOUND,1810E,,HPN - RDU,7 SW RDU,"AT 1,500 FEET",41.0669530555556,-73.7075661111111
293,2024-03-24,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1720C/DALLAS TRACON ADVISED, B789, DFW - PARIS, FRANCE (LFPG), REPORTED A RED AND WHITE UAS FROM THE 10 O'CLOCK POSITION AT 3,000 FT WHILE SE BOUND 4 N TTT. NO EVASIVE MANEUVERS TAKEN. DFW DPS NOTIFIED.",RED,SE BOUND,1720C,DALLAS TRACON,"DFW - PARIS, FRANCE (LFPG)",4 N TTT,,45.1848333333333,-109.257709722222
294,2024-03-24,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1720C/DALLAS TRACON ADVISED, B738, DFW - CLE, REPORTED A RED AND WHITE UAS FROM THE 10 O'CLOCK POSITION AT 3,000 FT WHILE SE BOUND 4 SE DFW. NO EVASIVE MANEUVERS TAKEN. DFW DPS NOTIFIED.",CLE,SE BOUND,1720C,DALLAS TRACON,DFW - CLE,4 SE DFW,,41.4094069444444,-81.8546911111111
295,2024-03-24,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2011E/ATLANTA TRACON ADVISED, B712, ATL - CHA, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE E BOUND AT 2,800 FEET 2 E ATL. NO EVASIVE ACTION TAKEN. ATL PD NOTIFIED.",CHA,E BOUND,2011E,ATLANTA TRACON,ATL - CHA,2 E ATL,"AT 2,800 FEET",35.0351944444444,-85.2035555555556
296,2024-03-25,MARYLAND,PATUXENT RIVER,"PRELIM INFO FROM FAA OPS: PATUXENT RIVER, MD/UAS SIGHTING/1446E/PATUXENT RIVER NAVAL AIR STATION ADVISED, P3, NHK - NHK, REPORTED A GREY QUADCOPTER UAS WHILE MANEUVERING AT 1,800 FEET 16 SSW NHK. NO EVASIVE ACTION TAKEN. BASE SECURITY NOTIFIED.",NHK,,1446E,PATUXENT RIVER NAVAL AIR STATION,NHK - NHK,16 SSW NHK,"AT 1,800 FEET",38.2863336111111,-76.4099713888889
297,2024-03-25,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1530E/PALM BEACH TRACON ADVISED, CESSNA C750, REPORTED A UAS 500 FEET BELOW ACFT WHILE E BOUND AT 3,000 FEET 10 W PALM BEACH. NO EVASIVE ACTION REPORTED. PALM BEACH SHERIFF NOTIFIED.",PBI,E BOUND,1530E,PALM BEACH TRACON,,10 W PALM BEACH,"AT 3,000 FEET",26-40-59.3820N 080-05-44.1310W,W26-40.989700N 080-05.735517
298,2024-03-27,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1153E/CHARLESTON ATCT ADVISED, RAYTHEON H25B, REPORTED A WHITE UAS AT THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 800 FEET 3 NNW CHS. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY SHERIFF NOTIFIED.",CHS,SSE BOUND,1153E,CHARLESTON ATCT,,3 NNW CHS,AT 800 FEET,32.8986388888889,-80.0405277777778
299,2024-03-27,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/1422P/CHINO ATCT ADVISED, CESSNA C172, REPORTED A BLACK UAS AT THE 11 O'CLOCK POSITION WHILE E BOUND AT 1,400 FEET 1 S CNO. NO EVASIVE ACTION TAKEN. CHINO PD NOTIFIED.",CNO,E BOUND,1422P,CHINO ATCT,,1 S CNO,"AT 1,400 FEET",33.9747793055556,-117.636482833333
300,2024-03-27,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1845E/DETROIT TRACON ADVISED, B752, MEXICO CITY, MEXICO (MMMX) - DTW, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE ESE BOUND AT 3,000 FEET 10 N DTW. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.",DTW,ESE BOUND,1845E,DETROIT TRACON,"MEXICO CITY, MEXICO (MMMX) - DTW",10 N DTW,"AT 3,000 FEET",42.2124311111111,-83.3533933333333
301,2024-03-27,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1931C/DALLAS-FORT WORTH ATCT ADVISED, E170, BHM - DFW, REPORTED A YELLOW UAS FROM THE 1 O'CLOCK POSITION WHILE N BOUND AT 1,700 FEET 5 SSE MAVERICK VOR. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",BHM,N BOUND,1931C,,BHM - DFW,5 SSE MAVERICK VOR,"AT 1,700 FEET",33.5638888888889,-86.7523055555556
302,2024-03-27,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/2118M/DENVER ATCT ADVISED, B738, DAL - DEN, REPORTED A UAS FROM THE 11 Oâ€™CLOCK POSITION WHILE N BOUND AT 1,000 FEET 3 S DEN. NO EVASIVE ACTION TAKEN. DIA PD NOTIFIED.",DAL,N BOUND,2118M,DENVER ATCT,DAL - DEN,3 S DEN,"AT 1,000 FEET",32.8459447222222,-96.8508766666667
303,2024-03-28,MONTANA,MISSOULA,"PRELIM INFO FROM FAA OPS: MISSOULA, MT/UAS SIGHTING/0930M/MISSOULA FCT ADVISED, CESSNA C172, REPORTED A WHITE UAS WHILE ESE BOUND AT 3,800 FEET 1 NE MSO. NO EVASIVE ACTION TAKEN.  MISSOULA PD NOTIFIED.",FCT,ESE BOUND,0930M,MISSOULA FCT,,1 NE MSO,"AT 3,800 FEET",46.6694191666667,-120.455966388889
304,2024-03-28,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1154C/CHICAGO TRACON ADVISED, B738, LAS - ORD, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 14 ESE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",LAS,E BOUND,1154C,CHICAGO TRACON,LAS - ORD,14 ESE ORD,"AT 5,000 FEET",36.0800438888889,-115.152234722222
305,2024-03-28,WASHINGTON,EVERETT,"PRELIM INFO FROM FAA OPS: EVERETT, WA/UAS SIGHTING/1057P/SEATTLE TRACON ADVISED, CESSNA C56X, PAE - OAK, REPORTED AN ORANGE UAS WHILE SSE BOUND AT 3,000 FEET 2 SSE PAE. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",OAK,SSE BOUND,1057P,SEATTLE TRACON,PAE - OAK,2 SSE PAE,"AT 3,000 FEET",37.7212613888889,-122.221150555556
306,2024-03-28,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1615C/NASHVILLE ATCT ADVISED, B738, PHX - BNA, REPORTED A BLACK UAS OFF LEFT SIDE WHILE NE BOUND AT 3,000 FEET 8 SW BNA. NO EVASIVE ACTION TAKEN. METROPOLITAN NASHVILLE ARPT AUTHORITY NOTIFIED.",BNA,NE BOUND,1615C,NASHVILLE ATCT,PHX - BNA,8 SW BNA,"AT 3,000 FEET",36.124475,-86.6781805555556
307,2024-03-28,VIRGINIA,CHARLOTTESVILLE,"PRELIM INFO FROM FAA OPS: CHARLOTTESVILLE, VA/UAS SIGHTING/1853E/POTOMAC TRACON ADVISED, PIPER PA31, GSO - FDK, REPORTED A RED UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 7,000 FEET 10 WSW CHO. NO EVASIVE ACTION TAKEN. ALBEMARLE COUNTY SHERIFF NOTIFIED.",GSO,N BOUND,1853E,POTOMAC TRACON,GSO - FDK,10 WSW CHO,"AT 7,000 FEET",36.1013266666667,-79.9411227777778
308,2024-03-28,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1850E/ATLANTA ARTCC ADVISED, B752, JAX - ATL, REPORTED A MYLAR BALLOON 2,000 FEET BELOW THE RIGHT SIDE WHILE NW BOUND DESCENDING THROUGH FL180. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",ATL,NW BOUND,1850E,ATLANTA ARTCC,JAX - ATL,,,33.6366996111111,-84.427864
309,2024-03-28,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/2100M/DENVER TRACON ADVISED, B38M, DEN - IAH, REPORTED A UAS WHILE S BOUND AT 7,800 FEET 5 S DEN. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT PD NOTIFIED.",IAH,S BOUND,2100M,DENVER TRACON,DEN - IAH,5 S DEN,"AT 7,800 FEET",29.9844352777778,-95.3414425
310,2024-03-29,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS SIGHTING/1110E/TALLAHASSE ATCT ADVISED, CESSNA C172, [DEPARTURE] - , REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 3,000 FEET 3 NNE TLH. NO EVASIVE ACTION TAKEN. TALLAHASSE PD NOTIFIED.",TLH,N BOUND,1110E,TALLAHASSE ATCT,,3 NNE TLH,"AT 3,000 FEET",30.3967541666667,-84.3508688888889
311,2024-03-29,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1409E/JFK ATCT ADVISED, B787, REPORTED A WHITE QUAD COPTER UAS AT 1,000 FEET WHILE N BOUND TO RUNWAY 31R AT SAME ALTITUDE VCNTY JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY PD NOTIFIED.",JFK,N BOUND,1409E,JFK ATCT,,,"AT 1,000 FEET",40.6399280555556,-73.7786922222222
312,2024-03-29,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1559E/CHARLOTTE ATCT ADVISED, CESSNA C206T, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 3 W CLT. NO EVASIVE ACTION TAKEN. AIRPORT OPERATIONS NOTIFIED.",CLT,W BOUND,1559E,CHARLOTTE ATCT,,3 W CLT,"AT 4,500 FEET",35.21375,-80.9490555555556
313,2024-03-29,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1553C/HOUSTON TRACON ADVISED, E75L, BTR - IAH, REPORTED UAS AT THE 9 O'CLOCK POSITION WHILE W BOUND AT 6,000 FEET 7 S IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",BTR,W BOUND,1553C,HOUSTON TRACON,BTR - IAH,7 S IAH,"AT 6,000 FEET",30.5329166666667,-91.1498888888889
314,2024-03-29,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1840C/HOUSTON ATCT ADVISED, CRJ2, VCT - IAH, REPORTED A BLACK AND SILVER UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 8,000 FEET. NO EVASIVE ACTION TAKEN. HOUSTON PD AIR UNIT NOTIFIED.",VCT,E BOUND,1840C,HOUSTON ATCT,VCT - IAH,,,28.8542058333333,-96.9187322222222
315,2024-03-29,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2040E/DEKALB-PEACHTREE ATCT ADVISED, ROBINSON R44, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE NE BOUND AT 2,000 FEET 7 WSW PDK. NO EVASIVE ACTION TAKEN. ATLANTA PD NOTIFIED.",PDK,NE BOUND,2040E,,,7 WSW PDK,"AT 2,000 FEET",33.8760019444444,-84.3020305555555
