,Day of Sighting,x,y,z,State,City,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates,latitude,longitude,alt_meters
2087,1/2/2021,-2485376.1309946915,-4667431.374974901,3554360.4422305035,CALIFORNIA,EL MONTE,,EMT,W BOUND,1420P,EL MONTE ATCT,,4 NE EMT,"AT 2,200 FEET",KEMT,small_airport,296.0,,US,US-CA,El Monte,KEMT,EMT,KEMT,EMT,"34.086102, -118.035004",34.086102,-118.035004,0.0
2088,1/2/2021,526289.6455515008,-5274726.415190247,3535065.860602756,GEORGIA,ATLANTA,,PDK,SOUTHEAST BOUND,1819E,,,2 NW PDK,"AT 1,900 FEET",KPDK,medium_airport,1003.0,,US,US-GA,Atlanta,KPDK,PDK,KPDK,PDK,"33.87633, -84.30213",33.87633,-84.30213,0.0
2089,1/2/2021,-5508463.8281280175,-2234042.3162521645,2304500.203088828,HAWAII,HONOLULU,,HNL,E BOUND,1425L,HONOLULU CONTROL FACILITY,SFO - HNL,12 W HNL,"AT 3,000 FEET",PHNL,large_airport,13.0,,US,US-HI,"Honolulu, Oahu",PHNL,HNL,PHNL,HNL,"21.32062, -157.924228",21.32062,-157.924228,0.0
2090,1/3/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,KENTUCKY,LOUISVILLE,,AND,NNW BOUND,1406E,BOWMAN FIELD ATCT,,,"AT 1,500 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2091,1/3/2021,-1241829.507731127,-4742677.971129063,4066210.206869713,GEORGIA,ATLANTA,,DEN,S BOUND,1429E,ATLANTA TRACON,DEN - ATL,13 NE OF ATL,"AT 5,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
2092,1/3/2021,-2309663.0271417983,-3652075.2855080604,4675585.693572231,WASHINGTON,SEATTLE,,SEA,SSE BOUND,1355P,SEATTLE ATCT,PDX - SEA,,"AT 1,200 FEET",KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
2093,1/4/2021,977625.4996404827,-5642642.565122494,2798691.9368426376,FLORIDA,MIAMI,,FXE,NW BOUND,1000E,MIAMI ARTCC,VFR - FXE,,"AT 6,000 FEET",KFXE,medium_airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,KFXE,FXE,"26.1972999573, -80.1707000732",26.1972999573,-80.1707000732,0.0
2094,1/4/2021,379323.65005243075,-5002447.680678911,3925355.701410565,KENTUCKY,LOUISVILLE,,LOU,S BOUND,1444E,LOUISVILLE ATCT,,3 NNE OF LOU,"AT 1,600 FEET",KLOU,medium_airport,546.0,,US,US-KY,Louisville,KLOU,LOU,KLOU,LOU,"38.2280006409, -85.6636962891",38.2280006409,-85.6636962891,0.0
2095,1/4/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,GEORGIA,LAWRENCEVILLE,,AND,,1644E,LAWRENCEVILLE ATCT,,2 S LAWRENCEVILLE,AT 200 FEET,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2096,1/5/2021,-2450816.815800414,-4687781.310649563,3551594.583193032,CALIFORNIA,SAN JOSE,,ONT,WNW BOUND,1218P,SAN JOSE ATCT,ONT - SJC,6 ESE SJC,"AT 2,500 FEET",KONT,large_airport,944.0,,US,US-CA,Ontario,KONT,ONT,KONT,ONT,"34.056, -117.600998",34.056,-117.600998,0.0
2097,1/6/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,DISTRICT OF COLUMBIA,WASHINGTON,,AND,,1207E,NCRCC,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2098,1/6/2021,1381731.3786823743,-4638887.812370671,4139646.9984199675,NEW YORK,FARMINGDALE,,FRG,NE BOUND,1414E,FARMINGDALE ATCT,FRG - FRG,1 SE FARMINGDALE,AT 800 FEET,KFRG,medium_airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG,KFRG,FRG,"40.7288017273, -73.4133987427",40.7288017273,-73.4133987427,0.0
2099,1/6/2021,1078839.8563761564,-4848629.181151537,3987526.892958427,VIRGINIA,CHANTILLY,,IAD,W BOUND,1450E,IAD ATCT,IAD - SFO,2 WNW IAD,AT 800 FEET,KIAD,large_airport,312.0,,US,US-VA,Dulles,KIAD,IAD,KIAD,IAD,"38.9445, -77.455803",38.9445,-77.455803,0.0
2100,1/7/2021,317514.81653205754,-4902553.286241792,4053890.7379439357,INDIANA,INDIANAPOLIS,,IND,SW BOUND,1145E,IND ATCT,IND - IND,,"AT 3,500 FEET",KIND,large_airport,797.0,,US,US-IN,Indianapolis,KIND,IND,KIND,IND,"39.7173, -86.294403",39.7173,-86.294403,0.0
2101,1/7/2021,980438.7272282552,-5648331.131821598,2786288.835050178,FLORIDA,FORT LAUDERDALE,,FLL,WSW BOUND,1610E,MIAMI APCH,FLL - DEN,7 NNE FLL,"AT 5,000 FEET",KFLL,large_airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702",26.072599,-80.152702,0.0
2102,1/7/2021,-2483622.857626702,-4697089.870401489,3516568.4290128825,CALIFORNIA,SANTA ANA,,SNA,,1914P,SANTA ANA ATCT,SNA - UNKN,2 N SANTA ANA,AT 500 FEET,KSNA,large_airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996",33.675701,-117.867996,0.0
2103,1/8/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,MASSACHUSETTS,BEDFORD,,AND,,0908E,BEDFORD ATCT,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2104,1/8/2021,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO-EL CAJON,,SAN,ENE BOUND,1450P,GILLESPIE ATCT,,2 ENE GILLESPIE,"AT 2,000 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
2105,1/8/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,CALIFORNIA,VAN NUYS,,AND,ESE BOUND,1525P,SOCAL TRACON,,4 SSW VAN NUYS,"AT 3,500 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2106,1/9/2021,-2508216.777454082,-4647303.301565725,3564606.1988622034,CALIFORNIA,VAN NUYS,,BUR,NNW BOUND,1245P,SOCAL TRACON,"BUR - MC GREGOR EXEC ARPT, WACO, TX (PWG)",5 SSE VNY,"AT 4,800 FEET",KBUR,medium_airport,778.0,,US,US-CA,Burbank,KBUR,BUR,KBUR,BUR,"34.197703, -118.356378",34.197703,-118.356378,0.0
2107,1/9/2021,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,W BOUND,1502C,HOUSTON TRACON,IAH - SAT,7 WSW IAH,"AT 5,500 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
2108,1/9/2021,-2446832.564934881,-4277949.296228213,4035226.4163707155,CALIFORNIA,LOS ANGELES,,RNO,S BOUND,1645P,LOS ANGELES ATCT,RNO - LAX,12 NE LAX,"AT 2,600 FEET",KRNO,large_airport,4415.0,,US,US-NV,Reno,KRNO,RNO,KRNO,RNO,"39.4991, -119.767998",39.4991,-119.767998,0.0
2109,1/10/2021,1006070.1002701638,-5075212.904504981,3717195.880913558,NORTH CAROLINA,DURHAM,,RDU,S BOUND,0916E,RALEIGH ATCT,,8 NW RDU,,KRDU,large_airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,KRDU,RDU,"35.877602, -78.787498",35.877602,-78.787498,0.0
2110,1/10/2021,-715306.687853423,-5038869.158286102,3831426.740321764,VIRGINIA,NEWPORT NEWS,,ANY,,1200E,NEWPORT NEWS ATCT,,,,KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
2111,1/10/2021,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,W BOUND,1227P,SAN DIEGO ATCT,MRY - SAN,2 E SAN,"AT 1,000 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
2112,1/10/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,OREGON,EUGENE,,AND,,,EUGENE ATCT,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2113,1/11/2021,-708452.1322544299,-5094764.5189340785,3758575.99509288,NEW JERSEY,ATLANTIC CITY,,END,,1140E,ATLANTIC CITY ATCT,,,,KEND,medium_airport,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496",36.339199,-97.916496,0.0
2114,1/12/2021,-538343.2153857788,-5135274.018938421,3731745.5963852303,OKLAHOMA,TULSA,,RVS,E BOUND,1040C,TULSA APCH,"RICHARD LLOYD JONES JR ARPT, TULSA, OK (RVS) - RVS",6 E TUL,"AT 3,800 FEET",KRVS,medium_airport,638.0,,US,US-OK,Tulsa,KRVS,RVS,KRVS,RVS,"36.0396, -95.984596",36.0396,-95.984596,0.0
2115,1/12/2021,-2729.1516836052456,-5525904.360113052,3174443.3568640826,NEW YORK,CANARSIE,,NEW,N BOUND,1629E,NEW YORK TRACON,,,"AT 6,000 FEET",KNEW,medium_airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316",30.042400360107,-90.028297424316,0.0
2116,1/12/2021,173608.36681863395,-4745414.516439142,4243837.110751165,ILLINOIS,CHICAGO,,ORD,W BOUND,1913C,CHICAGO APCH,PHX - ORD,5 E ORD,"AT 2,500 FEET",KORD,large_airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048",41.9786,-87.9048,0.0
2117,1/13/2021,-1263003.0386892052,-4813940.299401001,3975539.777866517,COLORADO,COLORADO SPRINGS,,COS,S BOUND,1142M,COLORADO SPRINGS ATCT,,4 N COS,"AT 7,500 FEET",KCOS,medium_airport,6187.0,,US,US-CO,Colorado Springs,KCOS,COS,KCOS,COS,"38.805801, -104.700996",38.805801,-104.700996,0.0
2118,1/13/2021,-1261693.9683938308,-4758837.701830259,4041305.8725541173,COLORADO,DENVER,,APA,N BOUND,1239M,CENTENNIAL ATCT,,,"AT 6,200 FEET",KAPA,medium_airport,5885.0,,US,US-CO,Denver,KAPA,APA,KAPA,APA,"39.57009888, -104.848999",39.57009888,-104.848999,0.0
2119,1/13/2021,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,NE BOUND,1145P,SOCAL TRACON,,10 E MISSION BAY VORTAC,"AT 11,000 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
2120,1/13/2021,1321178.1819014656,-4659228.444613047,4136591.3455323847,NEW JERSEY,NEWARK,,EWR,E BOUND,1652E,NEWARK ATCT,,3 NE EWR,AT 250 FEET,KEWR,large_airport,18.0,,US,US-NJ,Newark,KEWR,EWR,KEWR,EWR,"40.692501, -74.168701",40.692501,-74.168701,0.0
2121,1/14/2021,605450.0037553766,-4855246.03378775,4077815.5398718775,OHIO,COLUMBUS,,CMH,N BOUND,1440E,COLUMBUS ATCT,CMH - DTW,,"AT 1,500 FEET",KCMH,large_airport,815.0,,US,US-OH,Columbus,KCMH,CMH,KCMH,CMH,"39.998001, -82.891899",39.998001,-82.891899,0.0
2122,1/14/2021,298866.773992403,-5149200.629364599,3739359.0419931416,TENNESSEE,NASHVILLE,,BNA,SW BOUND,1440C,NASHVILLE APCH,,2 N BNA,"AT 1,000 FEET",KBNA,large_airport,599.0,,US,US-TN,Nashville,KBNA,BNA,KBNA,BNA,"36.1245, -86.6782",36.1245,-86.6782,0.0
2123,1/14/2021,1321178.1819014656,-4659228.444613047,4136591.3455323847,NEW JERSEY,TETERBORO,,EWR,SW BOUND,1544E,NEW YORK TRACON,"CANCUN, MEXICO (MMUN) - EWR",2 NW TETERBORO,"AT 2,500 FEET",KEWR,large_airport,18.0,,US,US-NJ,Newark,KEWR,EWR,KEWR,EWR,"40.692501, -74.168701",40.692501,-74.168701,0.0
2124,1/14/2021,-1241829.507731127,-4742677.971129063,4066210.206869713,COLORADO,DENVER,,DEN,N BOUND,1417M,DENVER TRACON,DRO - DEN,2 SE CENTENNIAL ARPT,"AT 10,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
2125,1/15/2021,516125.3315750989,-5290570.147237747,3512967.692926994,GEORGIA,ATLANTA,,ATL,S BOUND,1115E,ATLANTA APCH,ORD - ATL,12 ENE ATL,"AT 5,000 FEET",KATL,large_airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101",33.6367,-84.428101,0.0
2126,1/15/2021,-639897.0848025407,-5325384.1758897435,3439724.834987925,TEXAS,DALLAS,,DAL,NW BOUND,1112C,,,12 SE DAL,"AT 3,200 FEET",KDAL,medium_airport,487.0,,US,US-TX,Dallas,KDAL,DAL,KDAL,DAL,"32.847099, -96.851799",32.847099,-96.851799,0.0
2127,1/15/2021,2814431.8700323687,884358.2018765515,5635906.827759872,ARIZONA,SCOTTSDALE,,SDL,NE BOUND,1037M,SCOTTSDALE ATCT,,,"AT 2,100 FEET",ESNN,medium_airport,16.0,EU,SE,SE-Y,Sundsvall/ Härnösand,ESNN,SDL,ESNN,,"62.528099060058594, 17.443899154663086",62.528099060058594,17.443899154663086,0.0
2128,1/15/2021,-495337.0869501024,-4786325.091244639,4172413.7780925957,ARIZONA,PHOENIX,,OFF,N BOUND,1254M,PHOENIX TRACON,,23 SE PHX,"AT 7,000 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
2129,1/15/2021,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,SW BOUND,1337P,,,1 SE MYF,"AT 1,400 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
2130,1/15/2021,-495337.0869501024,-4786325.091244639,4172413.7780925957,CALIFORNIA,PASO ROBLES,,OFF,S BOUND,1717P,OAKLAND ARTCC,,8 W PASO ROBLES,"AT 6,500 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
2131,1/15/2021,-495337.0869501024,-4786325.091244639,4172413.7780925957,CALIFORNIA,EL MONTE,,OFF,,1821P,EL MONTE ATCT,,2 SE EL MONTE,AT 500 FEET,KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
2132,1/17/2021,734348.1481994317,-5619118.429058369,2917108.5973258344,FLORIDA,BRADENTON,,SRQ,NW BOUND,0945E,SARASOTA ATCT,SRQ - SRQ,,"AT 1,100 FEET",KSRQ,large_airport,30.0,,US,US-FL,Sarasota/Bradenton,KSRQ,SRQ,KSRQ,SRQ,"27.394631, -82.554359",27.394631,-82.554359,0.0
2133,1/17/2021,-2483622.857626702,-4697089.870401489,3516568.4290128825,CALIFORNIA,SANTA ANA,,SNA,,1445P,JOHN WAYNE ATCT,,9 NE SNA,,KSNA,large_airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996",33.675701,-117.867996,0.0
2134,1/17/2021,-242600.43353567217,-5447807.657565557,3296954.7493678504,TEXAS,DALLAS-FORT WORTH,,AEX,NNW BOUND,1745C,,AEX - DFW,20 SSE DFW,"AT 4,000 FEET",KAEX,medium_airport,89.0,,US,US-LA,Alexandria,KAEX,AEX,KAEX,AEX,"31.3274, -92.549797",31.3274,-92.549797,0.0
2135,1/18/2021,-1809999.759405166,-4484443.026800817,4144698.850798075,CALIFORNIA,LOS ANGELES,,SLC,WSW BOUND,0808P,SOCAL TRACON,SLC - LAX,20 E LAX,"AT 8,000 FEET",KSLC,large_airport,4227.0,,US,US-UT,Salt Lake City,KSLC,SLC,KSLC,SLC,"40.78886, -111.979866",40.78886,-111.979866,0.0
2136,1/18/2021,-708452.1322544299,-5094764.5189340785,3758575.99509288,NEW MEXICO,ALBUQUERQUE,,END,E BOUND,1115M,ALBUQUERQUE ATCT,,8 E ABQ,"AT 7,500 FEET",KEND,medium_airport,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496",36.339199,-97.916496,0.0
2137,1/18/2021,173608.36681863395,-4745414.516439142,4243837.110751165,NEW MEXICO,ALBUQUERQUE,,ORD,E BOUND,1125M,ALBUQUERQUE TRACON,ORD - ABQ,1 W ABQ,"AT 6,200 FEET",KORD,large_airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048",41.9786,-87.9048,0.0
2138,1/18/2021,-1996423.092213365,-4939854.703708972,3494348.2245444213,TEXAS,SAN ANTONIO,,PHX,,1917C,SAN AANTONIO APCH,PHX - SAT,7 NW SAT,,KPHX,large_airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905",33.435302,-112.005905,0.0
2139,1/19/2021,901517.1140110844,-5080243.062076868,3736965.671810537,NORTH CAROLINA,GREENSBORO,,GSO,E BOUND,1325E,GREENSBORO APCH,,1 S GSO,AT 500 FEET,KGSO,medium_airport,925.0,,US,US-NC,Greensboro,KGSO,GSO,KGSO,GSO,"36.097801, -79.937302",36.097801,-79.937302,0.0
2140,1/19/2021,1037968.7444293384,-4731504.30423297,4135319.606695945,ARIZONA,GOODYEAR,,RED,SSW BOUND,1200M,GOODYEAR FCT,GYR - GYR,,"AT 2,000 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
2141,1/19/2021,-2519947.1467874176,-4658990.376359751,3541157.25934139,GEORGIA,ATLANTA,,LAX,S BOUND,1758E,ATLANTA APCH,LAX - ATL,14 E ATL,"AT 5,000 FEET",KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
2142,1/19/2021,-2611160.710555274,-4245874.916737314,3965981.8332127864,CALIFORNIA,LOS ANGELES,,SMF,ENE BOUND,1614P,LAX ATCT,SMF - LAX,,AT 800 FEET,KSMF,large_airport,27.0,,US,US-CA,Sacramento,KSMF,SMF,KSMF,SMF,"38.6954, -121.591003",38.6954,-121.591003,0.0
2143,1/21/2021,-2729.1516836052456,-5525904.360113052,3174443.3568640826,CONNECTICUT,GROTON (NEW LONDON),,NEW,NE BOUND,0830E,PROVIDENCE APCH,,,"AT 3,000 FEET",KNEW,medium_airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316",30.042400360107,-90.028297424316,0.0
2144,1/21/2021,1112053.1411981538,-4942492.841352568,3862021.8650909276,VIRGINIA,RICHMOND,,RIC,W BOUND,0857E,POTOMAC TRACON,RIC - PKB,12 NW RIC,"AT 6,100 FEET",KRIC,large_airport,167.0,,US,US-VA,Richmond,KRIC,RIC,KRIC,RIC,"37.505199, -77.319702",37.505199,-77.319702,0.0
2145,1/21/2021,-495337.0869501024,-4786325.091244639,4172413.7780925957,FLORIDA,WEST PALM BEACH,,OFF,NE BOUND,1147E,MIAMI ARTCC,PBI - BOS,30 NE PBI,"AT 10,000 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
2146,1/22/2021,-543875.8884359495,-4756645.767012651,4200031.56493144,MARYLAND,BALTIMORE,,FET,WNW BOUND,1315E,POTOMAC TRACON,FLL - BWI,17 SSE BWI,"AT 2,000 FEET",KFET,small_airport,1204.0,,US,US-NE,Fremont,KFET,FET,KFET,FET,"41.45024, -96.522884",41.45024,-96.522884,0.0
2147,1/22/2021,977625.4996404827,-5642642.565122494,2798691.9368426376,FLORIDA,FORT LAUDERDALE,,FXE,,1557E,FORT LAUDERDALE ATCT,PHL - FXE,,,KFXE,medium_airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,KFXE,FXE,"26.1972999573, -80.1707000732",26.1972999573,-80.1707000732,0.0
2148,1/23/2021,818834.1136980922,-5651014.3483727,2832333.6857801126,FLORIDA,WEST PALM BEACH,,RSW,W BOUND,1255E,PALM BEACH TRACON,PBI - RSW,2 E PALM BEACH,"AT 1,000 FEET",KRSW,large_airport,30.0,,US,US-FL,Fort Myers,KRSW,RSW,KRSW,RSW,"26.53619956970215, -81.75520324707031",26.53619956970215,-81.75520324707031,0.0
2149,1/23/2021,-1906479.7962111656,-4223171.255349889,4368316.219211738,FLORIDA,WEST PALM BEACH,,SUN,E BOUND,1600E,PALM BEACH TRACON,SUN - PBI,12 W PALM BEACH,"AT 2,000 FEET",KSUN,medium_airport,5318.0,,US,US-ID,Hailey,KSUN,SUN,KSUN,SUN,"43.50439835, -114.2959976",43.50439835,-114.2959976,0.0
2150,1/23/2021,-2287736.286784449,-3621359.5885330965,4709898.70005955,WASHINGTON,EVERETT,,PAE,SSE BOUND,1632P,PAINE FIELD ATCT,,1 N PAINE FIELD (PAE),"AT 1,000 FEET",KPAE,medium_airport,606.0,,US,US-WA,Everett,KPAE,PAE,KPAE,PAE,"47.9063, -122.281998",47.9063,-122.281998,0.0
2151,1/24/2021,349546.3161680744,-4524383.0782728745,4466981.900192679,MICHIGAN,PONTIAC,,TVC,W BOUND,0954E,PONTIAC ATCT,PTK - TVC,4 E PTK,"AT 2,800 FEET",KTVC,medium_airport,624.0,,US,US-MI,Traverse City,KTVC,TVC,KTVC,TVC,"44.74140167236328, -85.58219909667969",44.74140167236328,-85.58219909667969,0.0
2152,1/24/2021,547567.1646009414,-4699283.76858156,4263219.817094689,MICHIGAN,DETROIT,,DTW,S BOUND,1516E,DETROIT APCH,LAS - DTW,14 NE DETROIT VOR,"AT 3,500 FEET",KDTW,large_airport,645.0,,US,US-MI,Detroit,KDTW,DTW,KDTW,DTW,"42.21377, -83.353786",42.21377,-83.353786,0.0
2153,1/25/2021,-1241829.507731127,-4742677.971129063,4066210.206869713,TEXAS,DALLAS,,DEN,W BOUND,1018C,DALLAS LOVE ATCT,DEN - DAL,5 E DAL,"AT 2,200 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
2154,1/26/2021,-528628.2136569005,-5125841.558183765,3745979.3207071475,OKLAHOMA,TULSA,,TUL,N BOUND,1703C,TULSA ATCT,DAL - TUL,,"AT 2,000 FEET",KTUL,large_airport,677.0,,US,US-OK,Tulsa,KTUL,TUL,KTUL,TUL,"36.19839859008789, -95.88809967041016",36.19839859008789,-95.88809967041016,0.0
2155,1/26/2021,-2334607.6767776622,-3653713.4249686454,4661988.806428284,WASHINGTON,TACOMA,,TIW,N BOUND,1555P,TOCOMA NARROWS ATCT,,,"AT 1,300 FEET",KTIW,medium_airport,294.0,,US,US-WA,Tacoma,KTIW,TIW,KTIW,TIW,"47.267407, -122.577295",47.267407,-122.577295,0.0
2156,1/27/2021,-359462.54781218106,-5375646.073801354,3402327.478774147,LOUISIANA,SHREVEPORT,,SHV,N BOUND,1543C,SHREVEPORT ATCT,,5 SE SHV,"AT 2,000 FEET",KSHV,medium_airport,258.0,,US,US-LA,Shreveport,KSHV,SHV,KSHV,SHV,"32.446602, -93.8256",32.446602,-93.8256,0.0
2157,1/28/2021,844949.3619029835,-5543054.955685423,3029747.4471264663,FLORIDA,ORLANDO,,ORL,NW BOUND,0832E,ORLANDO ATCT,,7 NW ORL,AT 700 FEET,KORL,small_airport,113.0,,US,US-FL,Orlando,KORL,ORL,KORL,ORL,"28.5455, -81.332901",28.5455,-81.332901,0.0
2158,1/28/2021,980898.0040237573,-5617742.624263917,2846895.874834131,FLORIDA,VERO BEACH,,PBI,S BOUND,1043E,MIAMI ARTCC,DTW - PBI,25 SE TREASURE VORTAC,"AT 12,300 FEET",KPBI,large_airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,KPBI,PBI,"26.683201, -80.095596",26.683201,-80.095596,0.0
2159,1/28/2021,-2193221.169612757,-4662099.414042134,3747080.846120256,NEVADA,LAS VEGAS,,VGT,,0758P,NORTH LAS VEGAS ATCT,,7 NW VGT,"AT 4,900 FEET",KVGT,medium_airport,2205.0,,US,US-NV,Las Vegas,KVGT,VGT,KVGT,VGT,"36.210701, -115.194",36.210701,-115.194,0.0
2160,1/28/2021,-2502608.762848876,-4677163.0565018235,3529556.293561701,CALIFORNIA,LONG BEACH,,LGB,SSE BOUND,1200P,LONG BEACH ATCT,,3 W LGB,"AT 2,200 FEET",KLGB,medium_airport,60.0,,US,US-CA,Long Beach,KLGB,LGB,KLGB,LGB,"33.816523, -118.149891",33.816523,-118.149891,0.0
2161,1/28/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,SAN ANTONIO,,AND,SSW BOUND,1414C,SAN ANTONIO ATCT,,12 SSW SAT,"AT 8,500 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
2162,1/28/2021,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,E BOUND,1311P,MONTGOMERY GIBBS ATCT,,,"AT 1,300 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
2163,1/28/2021,980438.7272282552,-5648331.131821598,2786288.835050178,FLORIDA,FORT LAUDERDALE,,FLL,E BOUND,1620E,FORT LAUDERDALE ATCT,CLT - FLL,,"AT 1,100 FEET",KFLL,large_airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702",26.072599,-80.152702,0.0
2164,1/28/2021,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,HOUSTON,,AND,,1750C,HOUSON ATCT,"PANAMA INTERNATIONAL AIRPORT, PANAMA (MHRO) - IAH",,"AT 2,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
