,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude
1006,8/22/2021,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1353E/ANDREWS AFB ATCT ADVISED , HELO, REPORTED A BLACK QUADCOPTER UAS WITH A BAG HANGING 300 FEET BELOW BY A CABLE HEADING S BOUND AT 1,100 FEET 1.5 SE ADW. BAG WAS DROPPED .5 SE ADW. NO EVASIVE ACTION REPORTED. ANDREWS BASE SECURITY NOTIFIED.",,ADW,,1353E,ANDREWS AFB ATCT,,,"AT 1,100 FEET"
1008,8/22/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1945C/CHICAGO MIDWAY ATCT ADVISED , B38M, MDW - PHL, REPORTED A WHITE UAS FROM RIGHT SIDE 1,000 FEET BELOW ACFT WHILE NW BOUND AT 1,800 FEET 1 NW CHICAGO MIDWAY. NO EVASIVE ACTION TAKEN. CHICAGO POLICE HELO NOTIFIED ON LOCAL FREQUENCY.",,MDW,NW BOUND,1945C,CHICAGO MIDWAY ATCT,MDW - PHL,1 NW CHICAGO MIDWAY,"AT 1,800 FEET"
1009,8/23/2021,KENTUCKY,LEXINGTON,"PRELIM INFO FROM FAA OPS: LEXINGTON, KY/UAS INCIDENT/LATED REPORT-1141E/LEXINGTON ATCT ADVISED , E170, DFW - LEX, AIRCRAFT OBSERVED A BLACK UAS 200 FEET ABOVE WHILE NE BOUND AT 3,000 FEET 5 E LEX. NO EVASIVE ACTION TAKEN. UNIVERSITY OF KENTUCKY PD NOTIFIED.",,DFW,NE BOUND,,LEXINGTON ATCT,DFW - LEX,5 E LEX,"AT 3,000 FEET"
1010,8/23/2021,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS INCIDENT/1220C/SAN ANTONIO TRACON ADVISED , C130, REPORTED A BLACK UAS, 1.5 FEET WIDE, PASS 200 FEET BELOW ACFT WHILE NE BOUND AT 2,500 FEET OVER KESTREL AIRPARK (1T7). ACFT CLIMBED TO AVOID UAS. COMAL COUNTY SHERIFF NOTIFIED.",,SAN,NE BOUND,1220C,SAN ANTONIO TRACON,,,"AT 2,500 FEET"
1011,8/23/2021,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS INCIDENT/1354E/WILLOW RUN ATCT ADVISED , DIAMOND DA40, REPORTED A SMALL WHITE QUADCOPTER UAS, CIRCULAR IN SHAPE, AT 1,900 FEET 2 SW YIP. NO EVASIVE ACTION TAKEN. WAYNE COUNTY ARPT PD NOTIFIED.",,YIP,,1354E,WILLOW RUN ATCT,,2 SW YIP,"AT 1,900 FEET"
1012,8/23/2021,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS INCIDENT/1303M/EL PASO ATCT ADVISED , B738, ELP - DFW, AIRCRAFT OBSERVED A UAS OFF THE RIGHT SIDE WHILE SW BOUND AT 4,500 FEET 1 W OF ELP. NO EVASIVE ACTION WAS TAKEN. TEXAS DPS NOTIFIED.",,ELP,SW BOUND,1303M,EL PASO ATCT,ELP - DFW,1 W OF ELP,"AT 4,500 FEET"
1013,8/23/2021,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1548P/LAS VEGAS TRACON ADVISED , B738, LAS - MDW, REPORTED OBSERVING A POSSIBLE UAS WHILE NORTHBOUND AT 1,600 FEET, 7.5 NW LAS. PILOT COULD NOT CONFIRM WHETHER IT WAS A UAS OR A BALLON. NO EVASIVE ACTION REPORTED. NO LEO NOTIFIED.",,MDW,,1548P,LAS VEGAS TRACON,LAS - MDW,,
1014,8/23/2021,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1658M/PHOENIX TRACON ADVISED , PILATUS PC12, REPORTED A RED UAS 500 FEET BELOW ACFT WHILE S BOUND AT 9,000 FEET 28 ENE PHX. NO EVASIVE ACTION TAKEN. TONTO NATIONAL FOREST PD NOTIFIED.",,PHX,S BOUND,1658M,PHOENIX TRACON,,28 ENE PHX,"AT 9,000 FEET"
1015,8/23/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1906C/CHICAGO TRACON ADVISED , CESSNA C525, BJI - MDW, REPORTED A SMALL BLACK QUADCOPTER UAS AT THE 11 O'CLOCK POSITION PASSED 100 FEET ABOVE LEFT WING WHILE E BOUND AT 5,000 FEET 4 E MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",,BJI,E BOUND,1906C,CHICAGO TRACON,BJI - MDW,4 E MDW,"AT 5,000 FEET"
1016,8/24/2021,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/0840E/PHILADELPHIA APCH ADVISED , A321, PHL - RSW, REPORTED A SILVER UAS FROM 1,000 FEET BELOW THE ACFT WHILE SSW BOUND AT 4,000 FEET 6 SSW PHL. NO EVASIVE ACTION TAKEN. PHILADELPHIA ARPT PD NOTIFIED.",,RSW,SSW BOUND,0840E,PHILADELPHIA APCH,PHL - RSW,6 SSW PHL,"AT 4,000 FEET"
1018,8/24/2021,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS INCIDENT/1355E/NEW YORK TRACON ADVISED , E170, LGA - CVG, OBSERVED A UAS WHILE NORTHBOUND AT 7,000 FEET 4 NE TETERBORO. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED.",,LGA,,1355E,NEW YORK TRACON,LGA - CVG,4 NE TETERBORO,"AT 7,000 FEET"
1020,8/25/2021,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/1248E/NEWARK ATCT ADVISED , B752, KEFLAVIK, ICELAND (BIKF) - EWR, REPORTED A WHITE UAS WHILE WNW BOUND AT 1,000 FEET 3 E EWR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",,EWR,WNW BOUND,1248E,NEWARK ATCT,"KEFLAVIK, ICELAND (BIKF) - EWR",3 E EWR,"AT 1,000 FEET"
1021,8/25/2021,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS INCIDENT/1135E/TAMPA APCH ADVISED , AEROSPATIALE AT46, FLL - TPA, REPORTED 2 UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 600 FEET 1 N TPA. NO EVASIVE ACTION TAKEN. HILLSBOROUGH COUNTY SHERIFF NOTIFIED.",,FLL,S BOUND,1135E,TAMPA APCH,FLL - TPA,1 N TPA,AT 600 FEET
1022,8/25/2021,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1212P/NORTH LAS VEGAS ATCT ADVISED , BEECH B350, GEG - VGT, REPORTED A UAS/BIRDS UNDER LEFT WING WHILE ESE BOUND AT 4,300 FEET 11 NW VGT. NO EVASIVE ACTIONS TAKEN. LAS VEGAS METRO PD NOTIFIED.",,VGT,ESE BOUND,1212P,NORTH LAS VEGAS ATCT,GEG - VGT,11 NW VGT,"AT 4,300 FEET"
1023,8/25/2021,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1515E/BOSTON ATCT ADVISED , E190, BUF - BOS, REPORTED A BLACK QUAD-ROTOR UAS FROM BELOW THE 12 O'CLOCK POSITION WHILE NE BOUND AT 900 FEET 2 SSW BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",,BUF,NE BOUND,1515E,BOSTON ATCT,BUF - BOS,2 SSW BOS,AT 900 FEET
1025,8/25/2021,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/2100P/BOEING FIELD ATCT ADVISED , EUROCOPTER EC35, REPORTED UAS OPERATING 700 FEET OVER STADIUMS IN DOWNTOWN SEATTLE WHILE SE BOUND AT 700 FEET 3 NNW BFI. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",,BFI,SE BOUND,2100P,BOEING FIELD ATCT,,3 NNW BFI,AT 700 FEET
1026,8/25/2021,NEVADA,LAS VEGAS,"CLOSE-OUT INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/2248P/LAS VEGAS TRACON ADVISED , HELO, UAS LOCATED AND IN LEO CUSTODY.",,LAS,,2248P,LAS VEGAS TRACON,,,
1027,8/26/2021,CALIFORNIA,FRESNO,"PRELIM INFO FROM FAA OPS: FRESNO, CA/UAS INCIDENT/1050P/FRESNO ATCT ADVISED , B738, DFW - FAT, REPORTED A UAS PASSED 100 FEET OFF THE RIGHT WING WHILE WNW BOUND AT 300 FEET .5 ESE FAT. NO EVASIVE ACTION TAKEN. PD 1, HELO WAS NOTIFIED ON FREQUENCY.",,FAT,WNW BOUND,1050P,FRESNO ATCT,DFW - FAT,,AT 300 FEET
1028,8/26/2021,ARIZONA,PRESCOTT,"PRELIM INFO FROM FAA OPS: PRESCOTT, AZ/UAS INCIDENT/1048M/PRESCOTT ATCT ADVISED , CESSNA C172, PRC - PRC, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE SSW BOUND AT 5,500 FEET 4 SSE DRAKE VOR. NO EVASIVE ACTION TAKEN. YAVAPAI COUNTY SHERIFF NOTIFIED.",,PRC,SSW BOUND,1048M,PRESCOTT ATCT,PRC - PRC,4 SSE DRAKE VOR,"AT 5,500 FEET"
1030,8/26/2021,WASHINGTON,EVERETT,"PRELIM INFO FROM FAA OPS: EVERETT, WA/UAS INCIDENT/1544P/PAINE ATCT ADVISED , CESSNA C172, REPORTED A UAS 200 FEET OFF RIGHT SIDE WHILE S BOUND AT 1,600 FEET 2 S EVERETT. NO EVASIVE ACTION REPORTED. SNOHOMISH COUNTY SHERIFF NOTIFIED.",,OFF,S BOUND,1544P,PAINE ATCT,,2 S EVERETT,"AT 1,600 FEET"
1031,8/26/2021,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1541P/SEATTLE TRACON ADVISED , CESSNA C172, SHN - CLM, REPORTED A WHITE UAS WHILE N BOUND AT 5,500 FEET 27 NW SEATTLE. NO EVASIVE ACTION TAKEN. KITSAP COUNTY SHERIFF NOTIFIED VIA 911.",,SHN,N BOUND,1541P,SEATTLE TRACON,SHN - CLM,27 NW SEATTLE,"AT 5,500 FEET"
1032,8/26/2021,OKLAHOMA,STILLWATER,"PRELIM INFO FROM FAA OPS: STILLWATER, OK/UAS INCIDENT/2207C/KANSAS CITY ARTCC ADVISED , CIRRUS SR20, SWO - SWO, REPORTED A UAS WITH RED LIGHTS 50 FEET ABOVE ACFT WHILE S BOUND AT 5,500 FEET 24 NE SWO. NO EVASIVE ACTION TAKEN. STILLWATER PD NOTIFIED.",,SWO,S BOUND,2207C,KANSAS CITY ARTCC,SWO - SWO,24 NE SWO,"AT 5,500 FEET"
1033,8/27/2021,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS INCIDENT/0957E/TETERBORO ATCT ADVISED , CESSNA C56X, TORONTO, CANADA (CYYZ) - TEB, REPORTED A LARGE UAS 200-300 FEET BELOW ACFT, FROM THE 12 O'CLOCK POSITION, HEADING OPPOSITE DIRECTION, WHILE S BOUND AT 2,000 FEET 8 N TEB. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",,TEB,S BOUND,0957E,TETERBORO ATCT,"TORONTO, CANADA (CYYZ) - TEB",8 N TEB,"AT 2,000 FEET"
1034,8/27/2021,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS INCIDENT/LATE REPORT-0945C/FT WORTH TRACON ADVISED , A321, DFW - LOS CABOS, MEXICO (MMSD), REPORTED A LARGE YELLOW UAS CAME WITHIN 50 FEET OF ACFT WHILE WSW BOUND AT 8,000 FEET 12 SW DFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",,DFW,WSW BOUND,,FT WORTH TRACON,"DFW - LOS CABOS, MEXICO (MMSD)",12 SW DFW,"AT 8,000 FEET"
1035,8/27/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1618C/CHICAGO TRACON ADVISED , A319, ECP - ORD, REPORTED A BLACK UAS 500 FEET BELOW FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 15 ESE ORD. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",,ORD,E BOUND,1618C,CHICAGO TRACON,ECP - ORD,15 ESE ORD,"AT 5,000 FEET"
1036,8/27/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1618C/CHICAGO TRACON ADVISED , B789, SFO - ORD, REPORTED A BLACK UAS 500 FEET BELOW FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 15 ESE ORD. NO EVASIVE ACTION REPORTED. FBI NOTIFIED.",,SFO,E BOUND,1618C,CHICAGO TRACON,SFO - ORD,15 ESE ORD,"AT 5,000 FEET"
1037,8/27/2021,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1826E/ORLANDO ATCT ADVISED , A320, DFW - MCO, REPORTED A GREY QUADCOPTER UAS AT 800 WHILE ON 2 MILE FINAL RUNWAY 18R. NO EVASIVE ACTION REPORTED. ORANGE COUNTY SHERIFF NOTIFIED.",,DFW,,1826E,ORLANDO ATCT,DFW - MCO,,
1038,8/27/2021,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1720P/LAS TRACON ADVISED , CIRRUS S22T, REPORTED A BLACK UAS WHILE S BOUND AT 12,500 FEET 35 E LAS VEGAS. NO EVASIVE ACTION REPORTED. LEOS NOT NOTIFIED.",,LAS,S BOUND,1720P,LAS TRACON,,35 E LAS VEGAS,"AT 12,500 FEET"
1040,8/27/2021,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS INCIDENT/2257P/NORCAL TRACON ADVISED , B77L, SHANGHAI, CHINA (ZSPD) - OAK, REPORTED UAS 50 ABOVE ACFT AT THE 2 O'CLOCK POSITION WHILE WNW BOUND AT 3,000 FEET 10 ESE OAK. NO EVASIVE ACTION REPORTED. UNION CITY PD NOTIFIED.",,OAK,WNW BOUND,2257P,NORCAL TRACON,"SHANGHAI, CHINA (ZSPD) - OAK",10 ESE OAK,"AT 3,000 FEET"
1041,8/28/2021,OKLAHOMA,CHANDLER,"PRELIM INFO FROM FAA OPS: CHANDLER, OK/UAS INCIDENT/0840C/KANSAS CITY ARTCC ADVISED , GULFSTREAM AMERICAN AA5, OBSERVED A UAS PASS UNDER AIRCRAFT WHILE NW BOUND AT 6,600 FEET 13 W CQB. NO EVASIVE ACTION WAS TAKEN, BUT THE PILOT REFERRED TO THE EVENT AS A NEAR MID-AIR COLLISION. LINCOLN COUNTY SHERIFF'S DEPARTMENT NOTIFIED.",,CQB,NW BOUND,0840C,KANSAS CITY ARTCC,,13 W CQB,"AT 6,600 FEET"
1042,8/28/2021,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1027E/MI ADVISED , E170, MCI - MIA, OBSERVED A UAS OFF THE LEFT SIDE WHILE SE BOUND AT 3,800 FEET 12 NW MIA. NO EVASIVE ACTION WAS TAKEN. MIAMI DADE PD NOTIFIED.",,OFF,SE BOUND,1027E,MI,MCI - MIA,12 NW MIA,"AT 3,800 FEET"
1043,8/28/2021,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS INCIDENT/1035E/CHARLESTON ATCT ADVISED , PIPER PA28, CHS - DYB, OBSERVED A BLACK UAS WHILE SW BOUND AT 900 FEET 1 SW CHS. NO EVASIVE ACTION WAS TAKEN. CHARLESTON COUNTY DISPATCH NOTIFIED.",,CHS,SW BOUND,1035E,CHARLESTON ATCT,CHS - DYB,1 SW CHS,AT 900 FEET
1044,8/28/2021,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1104E/MIAMI ATCT ADVISED , BEECH BE36, TMB - VRB, OBSERVED A UAS 100 FEET OFF THE LEFT SIDE WHILE N BOUND AT 1,800 FEET 12 NW MIA. NO EVASIVE ACTION WAS TAKEN. MIAMI-DADE PD NOTIFIED.",,TMB,N BOUND,1104E,MIAMI ATCT,TMB - VRB,12 NW MIA,"AT 1,800 FEET"
1045,8/28/2021,TEXAS,DENTON,"PRELIM INFO FROM FAA OPS: DENTON, TX/UAS INCIDENT/1030C/DENTON ATCT ADVISED , CESSNA C182, OBSERVED A SMALL BLACK UAS OFF THE LEFT SIDE WHILE E BOUND AT 1,500 FEET 1 E DTO. NO EVASIVE ACTION TAKEN. DENTON PD NOTIFIED.",,DTO,E BOUND,1030C,DENTON ATCT,,1 E DTO,"AT 1,500 FEET"
1046,8/28/2021,MAINE,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, ME/UAS INCIDENT/1158E/PORTLAND ATCT ADVISED , A319, IAD - PWM, REPORTED A UAS AT 1,500 FEET WHILE ON A 3.5 MILE FINAL FOR RUNWAY 11. NO EVASIVE ACTION TAKEN. PORTLAND POLICE DEPARTMENT NOTIFIED.",,IAD,,1158E,PORTLAND ATCT,IAD - PWM,,"AT 1,500 FEET"
1047,8/28/2021,ARIZONA,CAMP VERDE,"PRELIM INFO FROM FAA OPS: CAMP VERDE, AZ/UAS INCIDENT/1035M/PHOENIX TRACON ADVISED , CESSNA C208, OBSERVED A 4 FOOT DIAMETER OCTOCOPTER UAS OFF THE LEFT SIDE WHILE E BOUND AT 7,500 FEET 35 ESE DRK. NO EVASIVE ACTION TAKEN. YAVAPAI COUNTY NOTIFIED. NO PHONE NUMBER PROVIDED.",,OFF,E BOUND,1035M,PHOENIX TRACON,,35 ESE DRK,"AT 7,500 FEET"
1048,8/28/2021,CALIFORNIA,TORRANCE,"PRELIM INFO FROM FAA OPS: TORRANCE, CA/UAS INCIDENT/LATE REPORT - 1205P/TORRANCE ATCT ADVISED , HELO, REPORTED A WHITE UAS AT 250 FEET 2 SSW TORRANCE. EVASIVE ACTION AND LEO NOTIFICATION NOT REPORTED.",,AND,,,TORRANCE ATCT,,2 SSW TORRANCE,AT 250 FEET
1049,8/28/2021,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1534E/BOSTON ATCT ADVISED , E190, MSP - BOS, REPORTED UAS AT 3 O'CLOCK POSITION AT 2,000 FEET WHILE NE BOUND 5.5 SW BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",,MSP,NE BOUND,1534E,BOSTON ATCT,MSP - BOS,,"AT 2,000 FEET"
1050,8/28/2021,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS INCIDENT/1852E/GREENSBORO ATCT ADVISED , PIPER P28A, REPORTED A RED AND WHITE UAS 300 FEET BELOW ACFT WHILE SE BOUND AT 3,500 FEET 7 SE GREENSBORO. NO EVASIVE ACTION REPORTED. ALAMANCE COUNTY SHERIFF NOTIFIED.",,RED,SE BOUND,1852E,GREENSBORO ATCT,,7 SE GREENSBORO,"AT 3,500 FEET"
1051,8/28/2021,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1810C/HOUSTON TRACON ADVISED , E75L, IAD - IAH, REPORTED UAS 300 FEET ABOVE ACFT AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 6,000 FEET 12 WSW HOUSTON. NO EVASIVE ACTION REPORTED. HARRIS COUNTY SHERIFF NOTIFIED.",,IAD,W BOUND,1810C,HOUSTON TRACON,IAD - IAH,12 WSW HOUSTON,"AT 6,000 FEET"
1052,8/28/2021,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS INCIDENT/1641P/NORCAL TRACON ADVISED , CRJ7, SFO - ASE, REPORTED WHITE QUADCOPTER OPERATING AT SAME ALTITUDE FROM THE 12 O'CLOCK POSITION WHILE NNE BOUND AT 7,500 FEET 10 N OAKLAND. NO EVASIVE ACTION TAKEN. OAKLAND PD NOTIFIED.",,ASE,NNE BOUND,1641P,NORCAL TRACON,SFO - ASE,10 N OAKLAND,"AT 7,500 FEET"
1053,8/28/2021,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/1946E/NEW YORK TRACON ADVISED , B737, EWR - PDX, REPORTED UAS 500 FEET BELOW ACFT AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 6 W NEWARK. NO EVASIVE ACTION REPORTED. NJ DHS NOTIFIED.",,PDX,W BOUND,1946E,NEW YORK TRACON,EWR - PDX,6 W NEWARK,"AT 7,000 FEET"
1054,8/28/2021,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1706M/PHOENIX TRACON ADVISED , B737, SJC - PHX, REPORTED AN ORANGE AND WHITE UAS 100 FEET ABOVE ACFT WHILE E BOUND AT 6,500 FEET 6 SE PHOENIX. NO EVASIVE ACTION REPORTED. PHX ARPT PD NOTIFIED.",,PHX,E BOUND,1706M,PHOENIX TRACON,SJC - PHX,6 SE PHOENIX,"AT 6,500 FEET"
1055,8/28/2021,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1918C/DALLAS LOVE FIELD ATCT ADVISED , CESSNA C172, REPORTED A GOLD UAS FROM THE 3 O'CLOCK POSITION WHILE SE BOUND AT 1,500 FEET 4 SSE DAL. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",,DFW,SE BOUND,1918C,DALLAS LOVE FIELD ATCT,,4 SSE DAL,"AT 1,500 FEET"
1057,8/28/2021,ALASKA,ANCHORAGE,"PRELIM INFO FROM FAA OPS: ANCHORAGE, AK/UAS INCIDENT/2033L/ANCHORAGE ARTCC ADVISED , B744, ANC - ORD, REPORTED A GRAY UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 13,000 FEET 20 ANC. NO EVASIVE ACTION TAKEN. ANCHORAGE PD NOTIFIED.",,ORD,E BOUND,2033L,ANCHORAGE ARTCC,ANC - ORD,,"AT 13,000 FEET"
1060,8/29/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1310C/CHICAGO EXECUTIVE ATCT ADVISED , PIPER P28A, REPORTED A BLACK AND RED UAS AT 9 O'CLOCK POSITION AT 1,600 FEET WHILE SE BOUND 7 SW PWK. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",,PWK,SE BOUND,1310C,CHICAGO EXECUTIVE ATCT,,7 SW PWK,"AT 1,600 FEET"
1061,8/29/2021,WISCONSIN,MENOMONIE,"PRELIM INFO FROM FAA OPS: MENOMONIE, WI/UAS INCIDENT/1346C/MINNEAPOLIS ARTCC ADVISED , CESSNA C172, OBSERVED A RED UAS ON RIGHT SIDE WHILE EASTBOUND AT 4,000 FEET, 13 W MENOMONIE. ACFT TOOK EVASIVE ACTION TO AVOID UAS. ST CROIX COUNTY SHERIFF NOTIFIED.",,RED,,1346C,MINNEAPOLIS ARTCC,,13 W MENOMONIE,
1062,8/29/2021,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1445E/MIAMI TRACON ADVISED , E190, MKJS - FLL, REPORTED A WHITE AND SILVER UAS FROM THE 12 O'CLOCK POSITION 200 FEET BELOW ACFT WHILE W BOUND AT 4,000 FEET 8 WNW FT LAUDERDALE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",,FLL,W BOUND,1445E,MIAMI TRACON,MKJS - FLL,8 WNW FT LAUDERDALE,"AT 4,000 FEET"
1063,8/29/2021,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1445E/MIAMI TRACON ADVISED , A320, BOGOTA, COLOMBIA (SKBO) - FLL, REPORTED A WHITE AND SILVER UAS FROM THE 12 O'CLOCK POSITION 200 FEET BELOW ACFT WHILE W BOUND AT 4,000 FEET 8 WNW FT LAUDERDALE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",,FLL,W BOUND,1445E,MIAMI TRACON,"BOGOTA, COLOMBIA (SKBO) - FLL",8 WNW FT LAUDERDALE,"AT 4,000 FEET"
1064,8/29/2021,SOUTH CAROLINA,CHESTER,"PRELIM INFO FROM FAA OPS: CHESTER, SC/UAS INCIDENT/1615E/CHARLOTTE ATCT ADVISED PARACHUTIST SKYDIVING OVER CHESTER-CATAWBA ARPT (DCM) OBSERVED A DGI-TYPE UAS OPERATING AT 7,000 FEET. NO REPORTED IMPACT TO SKYDIVING OPERATIONS. CHESTER COUNTY SHERIFF NOTIFIED.",,DCM,,1615E,CHARLOTTE ATCT,,,
1065,8/29/2021,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/1530C/FLYING CLOUD ATCT ADVISED , BOMBARDIER CL30, STL - FCM, REPORTED A BLACK UAS AT 3 O'CLOCK POSITION AT 1,500 FEET WHILE W BOUND 1 E FLYING CLOUD ARPT. NO EVASIVE ACTION TAKEN. EDEN PRAIRIE PD NOTIFIED.",,STL,W BOUND,1530C,FLYING CLOUD ATCT,STL - FCM,1 E FLYING CLOUD ARPT,"AT 1,500 FEET"
1066,8/29/2021,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS INCIDENT/1428P/NORCAL TRACON ADVISED , EVEKTOR EV97, REPORTED A UAS (POSSIBLE JET PACK) 500 FEET BELOW ACFT WHILE SE BOUND AT 3,500 FEET 6 E OAK. NO EVASIVE ACTION TAKEN. ALAMEDA COUNTY SHERIFF NOTIFIED.",,OAK,SE BOUND,1428P,NORCAL TRACON,,6 E OAK,"AT 3,500 FEET"
1067,8/29/2021,OREGON,AURORA,"PRELIM INFO FROM FAA OPS: AURORA, OR/UAS INCIDENT/1414P/AURORA ATCT ADVISED , PIPER P28A, REPORTED A WHITE UAS 300 FEET BELOW ACFT WHILE N BOUND AT 1,200 FEET 2 S UAO. NO EVASIVE ACTION TAKEN. NO LAW ENFORCEMENT NOTIFIED.",,UAO,N BOUND,1414P,AURORA ATCT,,2 S UAO,"AT 1,200 FEET"
1068,8/29/2021,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1933E/ATCT ADVISED , B789, EPWA - JFK, REPORTED A UAS 50 FEET OFF RIGHT SIDE WHILE SW BOUND AT 1,000 FEET 3 NE JFK . NO EVASIVE ACTIONS TAKEN. PORT AUTHORITY NOTIFIED.",,OFF,SW BOUND,1933E,ATCT,EPWA - JFK,3 NE JFK ,"AT 1,000 FEET"
